"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0003147180","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","45073","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-01","国籍（出身地）別在留資格（在留目的）別外国人登録者","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","国籍（出身地）別在留資格（在留目的）別外国人登録者"
"0003147200","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","46254","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-02","国籍（出身地）別年齢・男女別外国人登録者","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","国籍（出身地）別年齢・男女別外国人登録者"
"0003147220","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","56928","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-03","都道府県別国籍（出身地）別外国人登録者","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","都道府県別国籍（出身地）別外国人登録者"
"0003147703","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","35712","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-04","都道府県別在留資格（在留目的）別外国人登録者（総数、中国、韓国・朝鮮、ブラジル）","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","都道府県別在留資格（在留目的）別外国人登録者（総数、中国、韓国・朝鮮、ブラジル）"
"0003147763","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","44928","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-05","都道府県別年齢・男女別外国人登録者（総数、中国、韓国・朝鮮、ブラジル）","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","都道府県別年齢・男女別外国人登録者（総数、中国、韓国・朝鮮、ブラジル）"
"0003147183","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","4320","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-06","都道府県別国籍（出身地）別世帯主との続柄別外国人登録者","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","都道府県別国籍（出身地）別世帯主との続柄別外国人登録者"
"0003147203","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","9504","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-07-1","都道府県別本籍地別外国人登録者（その１　中国）","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","都道府県別本籍地別外国人登録者（その１　中国）"
"0003147242","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","7776","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-07-2","都道府県別本籍地別外国人登録者（その２　韓国・朝鮮）","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","都道府県別本籍地別外国人登録者（その２　韓国・朝鮮）"
"0003147223","在留外国人統計（旧登録外国人統計） 登録外国人統計","年次","0","2016-12-01","0","該当なし","46550","2020-08-15","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","99-08","国籍（出身地）別市・区別外国人登録者","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","登録外国人統計","国籍（出身地）別市・区別外国人登録者"
"0003147247","在留外国人統計（旧登録外国人統計） 在留外国人統計","半期","0","2019-03-29","0","該当なし","89555","2024-06-27","","00250012","在留外国人統計（旧登録外国人統計）","00250","法務省","01-1","国籍・地域別　在留資格（在留目的）別　在留外国人","02","人口・世帯","01","人口","在留外国人統計（旧登録外国人統計）","在留外国人統計","国籍・地域別　在留資格（在留目的）別　在留外国人"
