"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003350910","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","28224","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","1","地域別、業種別の調査対象の工場・事業場数、施設数","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","地域別、業種別の調査対象の工場・事業場数、施設数","1）原子力災害対策本部により設定された避難指示区域内の工場・事業場は調査対象外とした。<br>2）項目名「農業、林業、漁業」、「パルプ・紙・紙加工品製造業」は2008年度では「パルプ・紙加工品製造業」、「農業・漁業」とする。"
"0003350920","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","2240","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","10","燃原料種別、施設種別の燃原料使用量","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","燃原料種別、施設種別の燃原料使用量",""
"0003350911","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","70560","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","2","地域別、施設種別の調査対象の施設数、SOX排出量、NOX排出量、ばいじん排出量","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","地域別、施設種別の調査対象の施設数、SOX排出量、NOX排出量、ばいじん排出量","原子力災害対策本部により設定された避難指示区域内の工場・事業場は調査対象外とした。"
"0003350913","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","5716","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","3","地域別、最大排出ガス量規模別の調査対象の工場・事業場数、施設数","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","地域別、最大排出ガス量規模別の調査対象の工場・事業場数、施設数","原子力災害対策本部により設定された避難指示区域内の工場・事業場は調査対象外とした。"
"0003350914","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","588","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","4","業種別のばい煙排出量","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","業種別のばい煙排出量","1）表示単位未満を四捨五入しているため、内訳と計が一致しない場合がある。<br>2）項目名「農業、林業、漁業」、「パルプ・紙・紙加工品製造業」は2008年度では「パルプ・紙加工品製造業」、「農業・漁業」とする。"
"0003350915","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","42336","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","5","地域別、業種別のSOX排出量、NOX排出量、ばいじん排出量","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","地域別、業種別のSOX排出量、NOX排出量、ばいじん排出量","1）原子力災害対策本部により設定された避難指示区域内の工場・事業場は調査対象外とした。<br>2）項目名「農業、林業、漁業」、「パルプ・紙・紙加工品製造業」は2008年度では「パルプ・紙加工品製造業」、「農業・漁業」とする。"
"0003350916","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","630","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","6","施設種別のばい煙排出量","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","施設種別のばい煙排出量","表示単位未満を四捨五入しているため、内訳と計が一致しない場合がある。"
"0003350917","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","102","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","7","最大排出ガス量規模別のばい煙排出量","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","最大排出ガス量規模別のばい煙排出量","表示単位未満を四捨五入しているため、内訳と計が一致しない場合がある。"
"0003350918","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","8574","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","8","地域別、最大排出ガス量規模別のSOX排出量、NOX排出量、ばいじん排出量","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","地域別、最大排出ガス量規模別のSOX排出量、NOX排出量、ばいじん排出量","原子力災害対策本部により設定された避難指示区域内の工場・事業場は調査対象外とした。"
"0003350919","大気汚染物質排出量総合調査","-","0","2021-01-27","0","該当なし","1792","2021-01-27","","00650202","大気汚染物質排出量総合調査","00650","環境省","9","燃原料種別、業種別の燃原料使用量","14","司法・安全・環境","05","環境","大気汚染物質排出量総合調査","燃原料種別、業種別の燃原料使用量","項目名「農業、林業、漁業」、「パルプ・紙・紙加工品製造業」は2008年度では「パルプ・紙加工品製造業」、「農業・漁業」とする。"
