"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003360278","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","448","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 交付市町村数","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","交付市町村数"
"0003360279","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","784","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 協定数","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","協定数"
"0003360280","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","784","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 交付面積","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","交付面積"
"0003360281","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","1232","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 地目別・基準別の交付面積","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","地目別・基準別の交付面積"
"0003360282","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","336","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 交付面積率","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","交付面積率"
"0003360283","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","336","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 加算措置取組面積","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","加算措置取組面積"
"0003360284","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","336","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 交付金額","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","交付金額"
"0003360285","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","784","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 集落協定の概要","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","集落協定の概要"
"0003360286","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","672","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 集落協定における農用地面積規模別協定数","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","集落協定における農用地面積規模別協定数"
"0003360287","中山間地域等直接支払制度の実施状況 確報 平成27年度中山間地域等直接支払制度の実施状況","年度次","201504-201603","2019-11-21","0","該当なし","784","2019-11-22","","00500701","中山間地域等直接支払制度の実施状況","00500","農林水産省","2","平成27年度中山間地域等直接支払制度の実施状況 （参考１）都道府県別の実施状況データ 集落マスタープランの内容","04","農林水産業","01","農業","中山間地域等直接支払制度の実施状況","確報","平成27年度中山間地域等直接支払制度の実施状況","平成27年度中山間地域等直接支払制度の実施状況","（参考１）都道府県別の実施状況データ","集落マスタープランの内容"
