"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003358414","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　性別","年度次","200004-200103","2020-01-08","0","全国","9","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　性別","回答者の性別は、調査員が判断したもの。"
"0003358415","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　年齢","年度次","200004-200103","2020-01-08","0","全国","33","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　年齢","回答者の性別は、調査員が判断したもの。"
"0003358416","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　年齢群","年度次","200004-200103","2020-01-08","0","全国","12","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　年齢群","回答者の性別は、調査員が判断したもの。"
"0003358417","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　性別×年齢群","年度次","200004-200103","2020-01-08","0","全国","21","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　性別×年齢群","回答者の性別は、調査員が判断したもの。"
"0003358418","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　在学・卒業の別","年度次","200004-200103","2020-01-08","0","全国","9","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　在学・卒業の別","回答者の性別は、調査員が判断したもの。"
"0003358419","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　学校の種別","年度次","200004-200103","2020-01-08","0","全国","30","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　学校の種別","回答者の性別は、調査員が判断したもの。"
"0003358420","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　性別×学校の種別","年度次","200004-200103","2020-01-08","0","全国","57","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　性別×学校の種別","回答者の性別は、調査員が判断したもの。"
"0003358421","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　兄弟の有無","年度次","200004-200103","2020-01-08","0","全国","15","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　兄弟の有無","回答者の性別は、調査員が判断したもの。"
"0003358422","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　未既婚","年度次","200004-200103","2020-01-08","0","全国","12","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　未既婚","回答者の性別は、調査員が判断したもの。"
"0003358423","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　世帯構成","年度次","200004-200103","2020-01-08","0","全国","18","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　世帯構成","回答者の性別は、調査員が判断したもの。"
"0003358424","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　本人の就労状況","年度次","200004-200103","2020-01-08","0","全国","30","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　本人の就労状況","回答者の性別は、調査員が判断したもの。"
"0003358425","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　性別×本人の就労状況","年度次","200004-200103","2020-01-08","0","全国","57","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　性別×本人の就労状況","回答者の性別は、調査員が判断したもの。"
"0003358426","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　現在の職業","年度次","200004-200103","2020-01-08","0","全国","42","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　現在の職業","回答者の性別は、調査員が判断したもの。"
"0003358427","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　現在の職業(大区分)","年度次","200004-200103","2020-01-08","0","全国","18","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　現在の職業(大区分)","回答者の性別は、調査員が判断したもの。"
"0003358428","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q1　性別　都市規模別","年度次","200004-200103","2020-01-08","0","全国","15","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q1　性別　都市規模別","回答者の性別は、調査員が判断したもの。"
"0003358429","青少年の意識と生活に関する調査 15～24歳に対する質問項目","15～24歳 Q2　あなたは，今，何歳ですか。　性別","年度次","200004-200103","2020-01-08","0","全国","33","2020-02-11","","00100102","青少年の生活と意識に関する基本調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年の意識と生活に関する調査","15～24歳に対する質問項目","15～24歳","Q2　あなたは，今，何歳ですか。　性別",""
