"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003288734","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","6024","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","1","年齢別テストの結果 年齢別テストの結果　握力、上体起こし、長座体前屈、反復横とび、20mシャトルラン、持久走・急歩、50m走、立ち幅とび、ソフトボール投げ・ハンドボール投げ、開眼片足立ち、10m障害物歩行、6分間歩行、合計点","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","年齢別テストの結果","年齢別テストの結果　握力、上体起こし、長座体前屈、反復横とび、20mシャトルラン、持久走・急歩、50m走、立ち幅とび、ソフトボール投げ・ハンドボール投げ、開眼片足立ち、10m障害物歩行、6分間歩行、合計点","（注）12～19歳は20mシャトルランまたは持久走を、20～64歳は20mシャトルランまたは急歩を選択実施（注）6～11歳はソフトボール投げ、12～19歳はハンドボール投げ（注）6～11歳、12～19歳、20～64歳、65～79歳及び男女の得点基準は異なる"
"0003288984","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","2496","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","1","年齢別テストの結果 年齢別テストの結果　総合評価(男・女子)","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","年齢別テストの結果","年齢別テストの結果　総合評価(男・女子)","※A～E：資料3の総合評価基準表に基づく分類"
"0003289201","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","1728","2020-01-09","","00402102","体力・運動能力調査","00402","スポーツ庁","1","年齢別テストの結果 年齢別テストの結果　ADL（日常生活活動テスト）―高齢者（65～79歳）","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","年齢別テストの結果","年齢別テストの結果　ADL（日常生活活動テスト）―高齢者（65～79歳）",""
"0003293560","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","20592","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","10","1日の睡眠時間別体格測定・テストの結果 1日の睡眠時間別体格測定・テストの結果","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","1日の睡眠時間別体格測定・テストの結果","1日の睡眠時間別体格測定・テストの結果","（注）12～19歳は20mシャトルランと持久走はどちらかを選択実施（注）20～24歳、25～29歳、30～34歳、35～39歳、40～44歳、45～49歳、50～54歳、55～59歳、60～64歳は20mシャトルランと急歩はどちらかを選択実施"
"0003293581","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","16224","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","11","1日のテレビ視聴状況別体格測定・テストの結果 1日のテレビ視聴状況別体格測定・テストの結果","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","1日のテレビ視聴状況別体格測定・テストの結果","1日のテレビ視聴状況別体格測定・テストの結果","（注）12～19歳は20mシャトルランと持久走はどちらかを選択実施"
"0003293605","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","16200","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","12","職業別体格測定・テストの結果 職業別体格測定・テストの結果","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","職業別体格測定・テストの結果","職業別体格測定・テストの結果","（注）20mシャトルランと急歩はどちらかを選択実施"
"0003293621","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","8424","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","13","健康状態に関する。意識別体格測定・テストの結果 健康状態に関する。意識別体格測定・テストの結果","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","健康状態に関する。意識別体格測定・テストの結果","健康状態に関する。意識別体格測定・テストの結果","（注）20～24歳、25～29歳、30～34歳、35～39歳、40～44歳、45～49歳、50～54歳、55～59歳、60～64歳は20mシャトルランと急歩はどちらかを選択実施"
"0003293640","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","8424","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","14","体力に関する。意識別体格測定・テストの結果 体力に関する。意識別体格測定・テストの結果","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","体力に関する。意識別体格測定・テストの結果","体力に関する。意識別体格測定・テストの結果","（注）20～24歳、25～29歳、30～34歳、35～39歳、40～44歳、45～49歳、50～54歳、55～59歳、60～64歳は20mシャトルランと急歩はどちらかを選択実施"
"0003293642","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","22464","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","15","学校時代の運動部（クラブ）活動の経験別体格測定・テストの結果 学校時代の運動部（クラブ）活動の経験別体格測定・テストの結果","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","学校時代の運動部（クラブ）活動の経験別体格測定・テストの結果","学校時代の運動部（クラブ）活動の経験別体格測定・テストの結果","（注）20～24歳、25～29歳、30～34歳、35～39歳、40～44歳、45～49歳、50～54歳、55～59歳、60～64歳は20mシャトルランと急歩はどちらかを選択実施"
"0003293700","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","432","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","16","体力年齢と暦年齢の比較 体力年齢と暦年齢の比較（年齢階層別）","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","体力年齢と暦年齢の比較","体力年齢と暦年齢の比較（年齢階層別）","（注）A：体力年齢＜暦年齢、B：体力年齢＝暦年齢、C：体力年齢＞暦年齢"
"0003293701","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","1296","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","17","生活諸条件別体力年齢と暦年齢の比較 都市階級区分別体力年齢と暦年齢の比較","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","生活諸条件別体力年齢と暦年齢の比較","都市階級区分別体力年齢と暦年齢の比較","（注）A：体力年齢＜暦年齢、B：体力年齢＝暦年齢、C：体力年齢＞暦年齢"
"0003293702","体力・運動能力調査","年度次","0","2020-01-08","0","該当なし","864","2020-01-08","","00402102","体力・運動能力調査","00402","スポーツ庁","17","生活諸条件別体力年齢と暦年齢の比較 運動部・スポーツクラブ所属状況別体力年齢と暦年齢の比較","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","体力・運動能力調査","生活諸条件別体力年齢と暦年齢の比較","運動部・スポーツクラブ所属状況別体力年齢と暦年齢の比較","（注）A：体力年齢＜暦年齢、B：体力年齢＝暦年齢、C：体力年齢＞暦年齢"
