"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003360884","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","7190","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","1","と畜場数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","と畜場数"
"0003360884","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","7190","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","1","と畜場数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","と畜場数"
"0003364030","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","1152","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","10","畜舎及び家きん舎数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","畜舎及び家きん舎数"
"0003364030","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","1152","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","10","畜舎及び家きん舎数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","畜舎及び家きん舎数"
"0003360898","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","2862","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","11","化製場等","04","農林水産業","02","畜産業","食肉検査等情報還元調査","化製場等"
"0003360898","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","2862","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","11","化製場等","04","農林水産業","02","畜産業","食肉検査等情報還元調査","化製場等"
"0003360885","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","7775","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","2","と畜場外とさつ頭数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","と畜場外とさつ頭数"
"0003360885","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","7775","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","2","と畜場外とさつ頭数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","と畜場外とさつ頭数"
"0003360886","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","864","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","3-1","と畜場内とさつ頭数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","と畜場内とさつ頭数"
"0003360886","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","864","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","3-1","と畜場内とさつ頭数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","と畜場内とさつ頭数"
"0003360887","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","2592","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","3-2","処分別実頭数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","処分別実頭数"
"0003360887","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","2592","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","3-2","処分別実頭数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","処分別実頭数"
"0003360888","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","67375","2020-01-27","","00450192","食肉検査等情報還元調査","00450","厚生労働省","3-3","疾病別頭数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","疾病別頭数"
"0003360888","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","67375","2020-01-27","","00450192","食肉検査等情報還元調査","00450","厚生労働省","3-3","疾病別頭数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","疾病別頭数"
"0003360889","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","3168","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","4","食鳥処理場","04","農林水産業","02","畜産業","食肉検査等情報還元調査","食鳥処理場"
"0003360889","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","3168","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","4","食鳥処理場","04","農林水産業","02","畜産業","食肉検査等情報還元調査","食鳥処理場"
"0003360890","食肉検査等情報還元調査","年度次","0","2020-01-27","0","全国","2592","2020-01-27","","00450192","食肉検査等情報還元調査","00450","厚生労働省","5","食鳥処理衛生管理者数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","食鳥処理衛生管理者数"
"0003360890","食肉検査等情報還元調査","年度次","0","2020-01-27","0","都道府県","2592","2020-01-27","","00450192","食肉検査等情報還元調査","00450","厚生労働省","5","食鳥処理衛生管理者数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","食鳥処理衛生管理者数"
"0003360891","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","432","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","6","届出食肉販売業者数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","届出食肉販売業者数"
"0003360891","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","432","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","6","届出食肉販売業者数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","届出食肉販売業者数"
"0003360892","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","720","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","7-1","食鳥検査羽数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","食鳥検査羽数"
"0003360892","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","720","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","7-1","食鳥検査羽数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","食鳥検査羽数"
"0003360893","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","2160","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","7-2","処分実羽数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","処分実羽数"
"0003360893","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","2160","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","7-2","処分実羽数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","処分実羽数"
"0003360894","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","63908","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","7-3","疾病別羽数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","疾病別羽数"
"0003360894","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","63908","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","7-3","疾病別羽数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","疾病別羽数"
"0003360895","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","1439","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","8","化製場及び魚介類等製造貯蔵施設数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","化製場及び魚介類等製造貯蔵施設数"
"0003360895","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","1439","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","8","化製場及び魚介類等製造貯蔵施設数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","化製場及び魚介類等製造貯蔵施設数"
"0003360896","食肉検査等情報還元調査","年度次","0","2019-12-03","0","全国","576","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","9","死亡獣畜取扱場数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","死亡獣畜取扱場数"
"0003360896","食肉検査等情報還元調査","年度次","0","2019-12-03","0","都道府県","576","2019-12-04","","00450192","食肉検査等情報還元調査","00450","厚生労働省","9","死亡獣畜取扱場数","04","農林水産業","02","畜産業","食肉検査等情報還元調査","死亡獣畜取扱場数"
