"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003377220","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","972","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","1","就業形態、性別入職・離職率","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","就業形態、性別入職・離職率","1) 2004年から2002年３月改定の日本標準産業分類で「教育，学習支援業」を含む。<br>2) 2009年から2007年11月改定の日本標準産業分類。<br>3) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。再集計については下記を参照。<br>&nbsp;&nbsp;&nbsp;&nbsp;（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003377360","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","324","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","10","転職入職者の産業間移動構成比","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","転職入職者の産業間移動構成比","1) 調査時在籍者についてみたものである。<br>2) 第１次産業とは、農業、林業、漁業を統合したものである。<br>&nbsp;&nbsp;&nbsp;&nbsp;第２次産業とは、<br>&nbsp;&nbsp;&nbsp;&nbsp;2008年までは鉱業、建設業、製造業を統合したものである。<br>&nbsp;&nbsp;&nbsp;&nbsp;2009年からは鉱業，採石業，砂利採取業、建設業、製造業を統合したものである。<br>&nbsp;&nbsp;&nbsp;&nbsp;第３次産業とは、<br>&nbsp;&nbsp;&nbsp;&nbsp;2003年までは、電気・ガス・熱供給・水道業、運輸・通信業、卸売・小売業，飲食店、金融・保険業、不動産業、サービス業を統合したものである。<br>&nbsp;&nbsp;&nbsp;&nbsp;2004年～2008年は電気・ガス・熱供給・水道業、情報通信業、運輸業、卸売・小売業、金融・保険業、不動産業、飲食店，宿泊業、医療，福祉、教育，学習支援業、複合サービス事業、サービス業（他に分類されないもの）を統合したものである（前職産業では公務も含む）。<br>&nbsp;&nbsp;&nbsp;&nbsp;2009年からは電気・ガス・熱供給・水道業、情報通信業、運輸業，郵便業、卸売業，小売業、金融業，保険業、不動産業，物品賃貸業、学術研究，専門・技術サービス業、宿泊業，飲食サービス業、生活関連サービス業，娯楽業、教育，学習支援業、医療，福祉、複合サービス事業、サービス業（他に分類されないもの）を統合したものである（前職産業では公務も含む）。<br>3) 前職の計には不詳を含む。<br>4) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。再集計については下記を参照。<br>&nbsp;&nbsp;&nbsp;&nbsp;（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003377361","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","486","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","11","転職入職者の年齢階級別賃金変動状況","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","転職入職者の年齢階級別賃金変動状況","1)　調査時在籍者についてみたものである。<br>2)　2004年から2002年３月改定の日本標準産業分類で「教育，学習支援業」を含む。<br>3)　2009年から2007年11月改定の日本標準産業分類。<br>4)　2007年から賃金変動不詳を含む転職入職者数を100％とした割合である。<br>5)　2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。再集計については下記を参照。<br>&nbsp;&nbsp;&nbsp;&nbsp;（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003402842","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","392","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","12","職業（大分類）別入職・離職者構成比（2009年12月改定以前の日本標準職業分類に基づく）","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","職業（大分類）別入職・離職者構成比（2009年12月改定以前の日本標準職業分類に基づく）","1) 2000年から2003年まで「その他の職業従事者」に「保安職業従事者」を含めて調査している。<br>2) 2004年から2002年３月改定の日本標準産業分類で「教育，学習支援業」を含む。<br>3) 2009年から2007年11月改定の日本標準産業分類。<br>4) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。<br>&nbsp;&nbsp;&nbsp;&nbsp;再集計については下記を参照。（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003407428","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","168","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","12","職業（大分類）別入職・離職者構成比（2009年12月改定の日本標準職業分類に基づく）","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","職業（大分類）別入職・離職者構成比（2009年12月改定の日本標準職業分類に基づく）","1) 2011年から2009年12月改定の日本標準職業分類。<br>2) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。<br>&nbsp;&nbsp;&nbsp;&nbsp;再集計については下記を参照。（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003377363","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","2106","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","13","性、離職理由別離職者数及び構成比","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","性、離職理由別離職者数及び構成比","1) 2004年から2002年３月改定の日本標準産業分類で「教育，学習支援業」を含む。<br>2) 2009年から2007年11月改定の日本標準産業分類。<br>3) 2005年までの「事業所側の理由」は「経営上の都合」、「出向」及び「出向元への復帰」の計である。<br>4) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。再集計については下記を参照。<br>&nbsp;&nbsp;&nbsp;&nbsp;（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003398655","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","567","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","14","就業形態、勤続期間別離職者の構成比","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","就業形態、勤続期間別離職者の構成比","1) 勤続期間計には不詳を含む。<br>2) 2004年から2002年３月改定の日本標準産業分類で「教育，学習支援業」を含む。<br>3) 2009年から2007年11月改定の日本標準産業分類。<br>4) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。再集計については下記を参照。<br>&nbsp;&nbsp;&nbsp;&nbsp;（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003403631","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","972","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","15","就業形態、性別入職・離職者数","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","就業形態、性別入職・離職者数","1) 2004年から2002年３月改定の日本標準産業分類で「教育，学習支援業」を含む。<br>2) 2009年から2007年11月改定の日本標準産業分類。<br>3) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。<br>&nbsp;&nbsp;&nbsp;&nbsp;再集計については下記を参照。（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003377504","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","338","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","2","産業（大分類）別入職・離職率（2002年3月改定以前の日本標準産業分類に基づく）","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","産業（大分類）別入職・離職率（2002年3月改定以前の日本標準産業分類に基づく）","1) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。再集計については下記を参照。<br>&nbsp;&nbsp;&nbsp;（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
"0003377505","雇用動向調査 年次別推移","-","0","2020-03-04","0","全国","180","2025-03-24","","00450073","雇用動向調査","00450","厚生労働省","2","産業（大分類）別入職・離職率（2002年3月改定の日本標準産業分類に基づく）","03","労働・賃金","03","雇用","雇用動向調査","年次別推移","産業（大分類）別入職・離職率（2002年3月改定の日本標準産業分類に基づく）","1) 2004年から2002年３月改定の日本標準産業分類で「教育，学習支援業」を含む。<br>2) 2015年以前は再集計前の数値であり、2016年以降とは接続しない。<br>&nbsp;&nbsp;&nbsp;&nbsp;2015年以前の数値については再集計中であり、作業完了次第随時公表していくこととしている。再集計については下記を参照。<br>&nbsp;&nbsp;&nbsp;（https://www.mhlw.go.jp/toukei/list/9-23-1.html）"
