"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003288322","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 １　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-20","0","該当なし","25","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","1","（推計値） 定年制の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","（推計値）","定年制の状況","１　事務・技術関係職種の従業員がいる企業41,314社について集計した。２　「定年年齢」内の数値は定年制がある企業を100とした場合の割合を示す。"
"0003288323","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 １　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-20","0","該当なし","35","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","2","（推計値） 定年制の今後の変更予定の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","（推計値）","定年制の今後の変更予定の状況","１　定年制がある企業40,935社について集計した。２　「定年制廃止」、「定年引上げ」、「その他」は変更することが決まっている企業を100とした場合の割合を示す。"
"0003288324","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 １　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-20","0","該当なし","50","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","3","（推計値） 継続雇用制度の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","（推計値）","継続雇用制度の状況","１　定年制がある企業40,935社について集計した。２　「制度の内容」内の数値は継続雇用制度がある企業を100とした場合の割合を示す。３　「再雇用制度」とは、定年年齢に到達した従業員を一旦退職させた後、再び雇用する制度をいう。４　「勤務延長制度」とは、定年年齢に到達した従業員を退職させることなく、引き続き常勤の従業員として雇用する  制度をいう。５　「特殊関係」とは、特殊関係事業主（子会社等）で継続雇用する制度（高年齢者等の雇用の安定等に関する法律  第９条第２項において、継続雇用制度に含まれるものとされている制度）をいう。"
"0003293683","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 １　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-20","0","該当なし","45","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","4","（推計値） 再雇用者の割合の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","（推計値）","再雇用者の割合の状況","１　再雇用制度がある企業37,317社について集計した。２　2015年度中の定年退職者の状況について調査している。３　「再雇用者の割合」内の数値は定年退職者がいた企業のうち定年退職者数及び再雇用者数の回答があった企業を100とした場合の割合を示す。"
"0003293681","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 １　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-20","0","該当なし","90","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","5","（推計値） フルタイム再雇用者の割合の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","（推計値）","フルタイム再雇用者の割合の状況","１　「再雇用制度がある企業」は再雇用制度がある企業37,317社について集計した。２　「60歳定年企業で再雇用制度がある企業」は定年が60歳で再雇用制度がある企業33,877社について集計した。３　「フルタイム再雇用者の割合」内の数値は再雇用者がいた企業のうち勤務形態別の再雇用者数の回答があった企業を100とした場合の割合を示す。４　2015年度中の定年退職者の状況について調査している。"
"0003293682","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 １　定年制と定年退職者の継続雇用の状況","年次","201601-201612","2019-03-20","0","該当なし","20","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","6","（推計値） 再雇用者の勤務形態別人数割合の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","１　定年制と定年退職者の継続雇用の状況","（推計値）","再雇用者の勤務形態別人数割合の状況","１　「再雇用制度がある企業」は再雇用制度がある企業37,317社について、勤務形態別の再雇用者数の回答があった企業の再雇用者を集計した。２　「60歳定年企業で再雇用制度がある企業」は定年が60歳で再雇用制度がある企業33,877社について、勤務形態別の再雇用者数の回答があった企業の再雇用者を集計した。３　2015年度中の定年退職者の状況について調査している。"
"0003288404","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","25","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","10","（推計値） 退職給付制度がない理由の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","退職給付制度がない理由の状況","退職給付制度がない企業2,978社について集計した。「不明」以外の項目は複数回答。"
"0003293661","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","75","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","11","（推計値） 退職一時金制度の種類と算定方式の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","退職一時金制度の種類と算定方式の状況","１　事務・技術関係職種の従業員がいる企業41,314社について集計した。２　「退職一時金（社内準備）」、「中小企業退職金共済（特定業種退職金共済[建設業、清酒製造業、林業]を含む）」、「特定退職金共済」、「社会福祉施設職員等退職手当共済」、「その他」、「不明」は退職一時金制度がある企業を100とした場合の割合を示す。３ 　「算定方式」は社内準備による退職一時金制度がある企業を100とした場合の割合を示す。４ 　「退職一時金（社内準備）」とは、退職一時金制度のうち、退職一時金の支払準備を企業内で行う制度をいう。"
"0003293684","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","72","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","12","（推計値） 退職一時金（社内準備）における算定方式別、退職事由別、勤続年数別平均累積支給率の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","退職一時金（社内準備）における算定方式別、退職事由別、勤続年数別平均累積支給率の状況","１　「退職時の基本給の全部又は一部を算定の基礎としている場合」は、社内準備による退職一時金制度がある企業のうち、退職時の基本給の全部又は一部に勤続年数別支給率を乗じて退職一時金を算定している企業12,101社について、勤続年数別累積支給率の回答があった企業を集計した。２　「別テーブル方式としている場合」は、社内準備による退職一時金制度がある企業のうち、退職時の基本給とは別の退職一時金算定基礎額に勤続年数別支給率を乗じて退職一時金を算定している企業3,256社について、勤続年数別累積支給率の回答があった企業を集計した。３ 　「退職一時金（社内準備）」とは、退職一時金制度のうち、退職一時金の支払準備を企業内で行う制度をいう。"
"0003293685","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","15","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","13","（推計値） 定年前退職者の退職一時金優遇制度の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","定年前退職者の退職一時金優遇制度の状況","退職一時金制度がある企業33,630社について集計した。"
"0003295443","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-06-24","0","該当なし","360","2019-06-24","","00020111","民間企業の勤務条件制度等調査","00020","人事院","14-15","（推計値） 早期退職優遇制度及び希望退職制度の退職一時金の割増率の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","早期退職優遇制度及び希望退職制度の退職一時金の割増率の状況","「早期退職優遇制度の退職一時金」は、１　退職一時金制度がある企業のうち、定年前退職者の退職一時金優遇制度がある企業3,475社について、早期退職優遇制度の割増率（自己都合の退職者の退職一時金と比べた場合の各年齢における割増率であり、22歳採用の大卒総合職の正社員をモデルとしたもの。）の回答があった企業を集計した。「希望退職制度の退職一時金」は、１　退職一時金制度がある企業のうち、定年前退職者の退職一時金優遇制度がある企業3,475社について、希望退職制度の割増率（自己都合の退職者の退職一時金と比べた場合の各年齢における割増率であり、22歳採用の大卒総合職の正社員をモデルとしたもの。）の回答があった企業を集計した。２　2011年4月1日から2016年3月31日までの5年間における状況について調査している。"
"0003295461","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","55","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","16","（推計値） 企業年金の種類の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","企業年金の種類の状況","１　事務・技術関係職種の従業員がいる企業41,314社について集計した。２　「確定給付企業年金」、「確定拠出年金（企業型）」、「厚生年金基金」、「自社年金」、「その他」、「企業年金制度がある」内の「不明」は企業年金制度がある企業を100とした場合の割合を示す。３　確定給付企業年金がある企業の割合は、確定給付企業年金（規約型）又は確定給付企業年金（基金型）の一方又は両方がある企業の割合である。４　「確定給付企業年金（規約型）」、「確定給付企業年金（基金型）」、「確定拠出年金（企業型）」、「厚生年金基金」、「自社年金」、「その他」は複数回答。"
"0003295501","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","42","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","17","（推計値） 企業年金の種類別受給資格の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","企業年金の種類別受給資格の状況","企業年金制度がある企業19,750社について、確定拠出年金（企業型）を除く企業年金の種類・給付形態（複数回答）ごとに集計した。"
"0003295482","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","69","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","18","（推計値） 受給資格として勤続年数又は年齢の要件を設けている場合の要件の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","受給資格として勤続年数又は年齢の要件を設けている場合の要件の状況","企業年金制度がある企業19,750社について、受給資格として勤続年数又は年齢の要件を設けている企業年金の種類・給付形態（複数回答）ごとに集計し、それぞれの受給資格ごとに割合を算出した。"
"0003295502","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","60","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","19","（推計値） 企業年金の種類別支給開始時期の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","企業年金の種類別支給開始時期の状況","１　企業年金制度がある企業19,750社について、確定拠出年金（企業型）を除く企業年金の種類・給付形態（複数回答）ごとに集計した。２　「60歳」、「61歳」、「65歳以上」、「定年退職後の一定年齢時」内の「不明」は支給開始時期が定年退職後の一定年齢時であるものを100とした場合の割合を示す。"
"0003295520","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","70","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","20","（推計値） 企業年金の種類別支給期間の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","企業年金の種類別支給期間の状況","１　企業年金制度がある企業19,750社について、企業年金の種類・給付形態（複数回答）ごとに集計した。２　終身の保証期間及び有期の期間は、制度上の最長年数について調査している。３　終身の保証期間の割合は、保証期間がないもの及び不明のものを除いたものを100として算出した。４　有期の期間の割合は、年金の支給期間が不明のものを除いたものを100として算出した。"
"0003295503","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","45","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","21","（推計値） 標準掛金の事業主負担割合の状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","標準掛金の事業主負担割合の状況","１　企業年金制度がある企業19,750社について、確定拠出年金（企業型）を除く企業年金の種類・給付形態ごとに集計した。２　「事業主負担割合の分布」内は事業主負担割合の回答があったものを100とした場合の割合を示す。"
"0003295540","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","15","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","22","（推計値） 確定拠出年金（企業型）におけるマッチング拠出制度の導入状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","確定拠出年金（企業型）におけるマッチング拠出制度の導入状況","１　確定拠出年金（企業型）を採用している企業7,453社について集計した。２　「マッチング拠出制度」とは、確定拠出年金（企業型）において、企業の拠出額に上乗せする形で従業員が拠出できる制度をいう。"
"0003295541","民間企業の勤務条件制度等調査（民間企業退職給付調査） 統計表 ２　退職一時金・企業年金制度の状況","年次","201601-201612","2019-03-20","0","該当なし","15","2019-03-30","","00020111","民間企業の勤務条件制度等調査","00020","人事院","23","（推計値） 退職一時金や他の企業年金から確定拠出年金（企業型）への移行状況","03","労働・賃金","02","賃金・労働条件","民間企業の勤務条件制度等調査（民間企業退職給付調査）","統計表","２　退職一時金・企業年金制度の状況","（推計値）","退職一時金や他の企業年金から確定拠出年金（企業型）への移行状況","確定拠出年金（企業型）を採用している企業7,453社について集計した。"
