"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0003355852","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","22433","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","1","定員、学校養成所区分別、設置主体別（保健師／助産師／看護師3年課程／看護師2年課程／准看護師／高等学校・専攻科一貫教育校）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","定員、学校養成所区分別、設置主体別（保健師／助産師／看護師3年課程／看護師2年課程／准看護師／高等学校・専攻科一貫教育校）"
"0003355861","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","1440","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","10","総括表、学校養成所区分別（准看護師）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","総括表、学校養成所区分別（准看護師）"
"0003355853","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","148992","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","2","定員、設置主体別、都道府県別（保健師／助産師／看護師3年課程／看護師3年課程定時制／看護師2年課程／看護師2年課程定時制／看護師2年課程通信制／准看護師／准看護師高等学校衛生看護科／高等学校／専攻科一貫教育校／大学／短期大学3年課程／短期大学2年課程）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","定員、設置主体別、都道府県別（保健師／助産師／看護師3年課程／看護師3年課程定時制／看護師2年課程／看護師2年課程定時制／看護師2年課程通信制／准看護師／准看護師高等学校衛生看護科／高等学校／専攻科一貫教育校／大学／短期大学3年課程／短期大学2年課程）"
"0003355854","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","2952","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","3","定員、学校養成所区分別、設置主体別 ※養成所（看護師2年課程）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","定員、学校養成所区分別、設置主体別 ※養成所（看護師2年課程）"
"0003355855","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","1944","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","4","定員、学校養成所区分別、設置主体別 ※（准看護師）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","定員、学校養成所区分別、設置主体別 ※（准看護師）"
"0003355856","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","1458","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","5","定員、学校養成所区分別、設置主体別（大学／短期大学）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","定員、学校養成所区分別、設置主体別（大学／短期大学）"
"0003355857","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","17760","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","6","総括表、都道府県別（保健師／助産師／看護師3年課程／看護師2年課程）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","総括表、都道府県別（保健師／助産師／看護師3年課程／看護師2年課程）"
"0003355858","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","9990","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","7","総括表、設置主体別（保健師／助産師／看護師3年課程／看護師2年課程）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","総括表、設置主体別（保健師／助産師／看護師3年課程／看護師2年課程）"
"0003355859","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","7400","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","8","総括表、学校養成所区分別（保健師／助産師／看護師3年課程／看護師2年課程）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","総括表、学校養成所区分別（保健師／助産師／看護師3年課程／看護師2年課程）"
"0003355860","看護師等学校養成所入学状況及び卒業生就業状況調査 定員","年度次","0","2020-02-26","0","該当なし","3456","2020-02-27","","00450141","看護師等学校養成所入学状況及び卒業生就業状況調査","00450","厚生労働省","9","総括表、都道府県別（准看護師）","15","社会保障・衛生","05","医療","看護師等学校養成所入学状況及び卒業生就業状況調査","定員","総括表、都道府県別（准看護師）"
