"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","DESCRIPTION.TABULATION_SUB_CATEGORY_EXPLANATION1","TITLE_SPEC.TABLE_NAME","DESCRIPTION","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_EXPLANATION"
"0003217721","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","36415","2025-08-12","00200531","労働力調査","00200","総務省","1-1-1","就業状態，年齢階級別15歳以上人口(2018年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","就業状態，年齢階級別15歳以上人口(2018年1-3月期～)","","",""
"0003217545","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","20448","2025-08-12","00200531","労働力調査","00200","総務省","1-1-2","年齢階級別未活用労働指標(2018年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","年齢階級別未活用労働指標(2018年1-3月期～)","","",""
"0003006357","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","120862","2024-01-30","00200531","労働力調査","00200","総務省","1-4-1","前職の産業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2003年1-3月期～2008年10-12月期)-第11回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","前職の産業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2003年1-3月期～2008年10-12月期)-第11回改定産業分類による","","",""
"0003007786","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","26563","2024-01-30","00200531","労働力調査","00200","総務省","1-4-1","前職の産業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2002年1-3月期～10-12月期)-第10回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","前職の産業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2002年1-3月期～10-12月期)-第10回改定産業分類による","","",""
"0003009245","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","89159","2024-01-30","00200531","労働力調査","00200","総務省","1-4-1","前職の産業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2007年1-3月期～2010年10-12月期)-第12回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","前職の産業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2007年1-3月期～2010年10-12月期)-第12回改定産業分類による","","",""
"0003024358","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","600562","2025-08-12","00200531","労働力調査","00200","総務省","1-4-1","前職の産業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2011年1-3月期～)-第12・13回改定産業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","前職の産業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2011年1-3月期～)-第12・13回改定産業分類による","","",""
"0003006358","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2013-05-14","0","全国","109728","2024-01-30","00200531","労働力調査","00200","総務省","1-4-2","前職の職業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2002年1-3月期～2010年10-12月期)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","前職の職業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2002年1-3月期～2010年10-12月期)","","",""
"0003024359","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","464113","2025-08-12","00200531","労働力調査","00200","総務省","1-4-2","前職の職業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2009年1-3月期～) -平成21年12月改定職業分類による","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","前職の職業，前職の離職時期，前職の離職理由，就業状態別15歳以上人口(前職が非農林業雇用者で過去3年間の離職者)(2009年1-3月期～) -平成21年12月改定職業分類による","","",""
"0003006361","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","280380","2025-08-12","00200531","労働力調査","00200","総務省","1-5-1","年齢階級，教育，雇用形態別雇用者数(2002年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","年齢階級，教育，雇用形態別雇用者数(2002年1-3月期～)","","",""
"0003006362","労働力調査 詳細集計　全都道府県 全国 四半期","四半期","0","2025-08-12","0","全国","172874","2025-08-12","00200531","労働力調査","00200","総務省","1-5-2","年齢階級，教育，探している仕事の形態別失業者数(2002年1-3月期～)","03","労働・賃金","01","労働力","労働力調査","詳細集計　全都道府県","全国","四半期","労働力調査では結果を算出するための基礎となる人口（ベンチマーク人口）として推計人口を用いています。<br />1982年から5年ごとに算出の基礎となるベンチマーク人口の基準を切り替えており、それぞれ切替えに伴う変動があります。<br />長期時系列表や速報では、2005年10月から2021年12月までの期間を含む数値を、基準切替え後のベンチマーク人口に基づいて遡及又は補正した時系列接続用数値に置き換えて掲載しています。<br />結果原表及びデータベース収録の数値は、公表当時の数値です。<br />このため、当該期間は、長期時系列表の数値とデータベースの数値とで異なる場合があります。","年齢階級，教育，探している仕事の形態別失業者数(2002年1-3月期～)","","",""
