"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003364953","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","2328","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","1","都道府県別法に基づく規制地域を有する市区町村数","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","都道府県別法に基づく規制地域を有する市区町村数","調査年度末における地域指定状況には、同年度中の昇格、合併等による市町村数の増減を含む"
"0003364115","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","11316","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","10","規制地域の敷地境界線における測定事業場数及び測定結果","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","規制地域の敷地境界線における測定事業場数及び測定結果",""
"0003364031","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","147","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","11","都道府県別臭気判定士免状の所有者数","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","都道府県別臭気判定士免状の所有者数",""
"0003356654","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","1152","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","12","悪臭物質の測定を行った場合の委託の有無","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","悪臭物質の測定を行った場合の委託の有無",""
"0003356655","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","288","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","13","悪臭防止法第10条第１項（事故時の措置）に基づき通報のあった件数および第３項に基づき命令した件数","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","悪臭防止法第10条第１項（事故時の措置）に基づき通報のあった件数および第３項に基づき命令した件数",""
"0003356564","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","1296","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","2","都道府県別苦情件数","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","都道府県別苦情件数","事業場：法第３条に規定する「工場その他の事業場」"
"0003356565","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","3420","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","3","業種別苦情件数","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","業種別苦情件数",""
"0003356566","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","95375","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","4","地方公共団体別悪臭苦情処理状況","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","地方公共団体別悪臭苦情処理状況",""
"0003364111","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","4305","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","5","業種別悪臭苦情処理状況","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","業種別悪臭苦情処理状況",""
"0003364112","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","292","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","6","業種別法に基づく改善勧告・改善命令件数の推移","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","業種別法に基づく改善勧告・改善命令件数の推移",""
"0003364113","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","3690","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","7","悪臭防止設備設置状況","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","悪臭防止設備設置状況",""
"0003356650","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","16350","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","8","地方公共団体別測定事業場数及び測定検体数","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","地方公共団体別測定事業場数及び測定検体数",""
"0003364114","平成30年度悪臭防止法施行状況調査","年度次","0","2019-11-08","0","全国","1107","2019-11-09","","00650303","悪臭防止法施行状況調査","00650","環境省","9","業種別測定事業場数及び測定検体数","14","司法・安全・環境","05","環境","平成30年度悪臭防止法施行状況調査","業種別測定事業場数及び測定検体数",""
