"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0004018461","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","13","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","0-1","１　性別","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","１　性別"
"0004018472","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","49","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","0-2","２　年齢分布","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","２　年齢分布"
"0004018483","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","13","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","1","問１　寝ている場所はだいたいいつも決まっていますか。","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","問１　寝ている場所はだいたいいつも決まっていますか。"
"0004018494","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","24","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","1-1","問1-1　問１で「1.一定の場所で決まっている」と答えた方について、具体的にはどこですか。","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","問1-1　問１で「1.一定の場所で決まっている」と答えた方について、具体的にはどこですか。"
"0004018505","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","18","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","1-2","問1-2　問１で「2.決まっていない」と答えた方について、寝ている場所を変更する理由は、どうしてですか。1つ選んでください。","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","問1-2　問１で「2.決まっていない」と答えた方について、寝ている場所を変更する理由は、どうしてですか。1つ選んでください。"
"0004018473","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","49","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","10","問10　初めて路上（野宿）生活をする前に、住んでいたのはどこですか。１つ選んでください。（路上（野宿）生活中に一時的に泊まったところは除く。路上（野宿）生活が多くなる前の住居）","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","問10　初めて路上（野宿）生活をする前に、住んでいたのはどこですか。１つ選んでください。（路上（野宿）生活中に一時的に泊まったところは除く。路上（野宿）生活が多くなる前の住居）"
"0004018474","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","16","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","11","問11　初めて路上（野宿）生活をするすぐ前に、住んでいた地域はどこですか。","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","問11　初めて路上（野宿）生活をするすぐ前に、住んでいた地域はどこですか。"
"0004018475","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","46","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","12","問12　これまで一番長くやっていた仕事は何ですか。（主な仕事）","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","問12　これまで一番長くやっていた仕事は何ですか。（主な仕事）"
"0004018476","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","27","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","12-1","問12-1　問12で「01」～「12」と答えた方について、その仕事をしているときは、どのような立場で働いていましたか。","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","問12-1　問12で「01」～「12」と答えた方について、その仕事をしているときは、どのような立場で働いていましたか。"
"0004018477","平成28年ホームレスの実態に関する全国調査（生活実態調査）","-","201704-201803","2024-08-01","0","該当なし","39","2024-08-01","","00450322","ホームレスの実態に関する全国調査（生活実態調査）","00450","厚生労働省","13","問13　これまで一番長く仕事を行っていた際に、住んでいたのはどこですか。１つ選んでください。","15","社会保障・衛生","03","社会福祉","平成28年ホームレスの実態に関する全国調査（生活実態調査）","問13　これまで一番長く仕事を行っていた際に、住んでいたのはどこですか。１つ選んでください。"
