"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003243483","就労条件総合調査","年次","0","2021-03-11","0","該当なし","1920","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","1","産業・企業規模、主な１日の所定労働時間階級別企業割合及び１企業平均１日の所定労働時間","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、主な１日の所定労働時間階級別企業割合及び１企業平均１日の所定労働時間","企業において最も多くの労働者に適用される１日の所定労働時間についての割合であり、「１企業平均１日の所定労働時間」はその平均である。"
"0003272081","就労条件総合調査","年次","0","2021-03-11","0","該当なし","1920","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","10","産業・企業規模、年間休日総数階級別適用労働者割合及び適用労働者１人平均年間休日総数","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、年間休日総数階級別適用労働者割合及び適用労働者１人平均年間休日総数","企業において最も多くの労働者に適用される年間休日総数についての割合であり､「適用労働者１人平均年間休日総数」は、その適用を受ける労働者により加重平均したものである。"
"0003248225","就労条件総合調査","年次","0","2021-03-11","0","該当なし","26136","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","11","年次有給休暇の計画的付与制度の有無、性別、産業、企業規模別労働者１人平均年次有給休暇の付与日数、取得日数及び取得率（９－１）～（９－９）","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","年次有給休暇の計画的付与制度の有無、性別、産業、企業規模別労働者１人平均年次有給休暇の付与日数、取得日数及び取得率（９－１）～（９－９）","１　「付与日数」には、繰越日数は含まない。２　「取得日数」は、１年間に実際に取得した日数である。３　「取得率」は、（取得日数計／付与日数計）×１００（％）である。４　「年次有給休暇の計画的付与制度がある企業」は、全企業のうち、年次有給休暇の計画的付与制度がある企業割合である。５　「年次有給休暇の計画的付与制度がない企業」は、全企業のうち、年次有給休暇の計画的付与制度がない企業割合である。"
"0003243495","就労条件総合調査","年次","0","2021-03-11","0","該当なし","2496","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","12","産業・企業規模、年次有給休暇の計画的付与制度の有無、計画的付与日数階級別企業割合及び１企業平均年次有給休暇の計画的付与日数","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、年次有給休暇の計画的付与制度の有無、計画的付与日数階級別企業割合及び１企業平均年次有給休暇の計画的付与日数","「年次有給休暇の計画的付与制度がある企業」には、計画的付与日数が「０日」及び「不明」の企業を含む。"
"0003243497","就労条件総合調査","年次","0","2021-03-11","0","該当なし","2304","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","13","産業・企業規模、年次有給休暇の時間単位取得制度の有無、時間単位取得日数階級別企業割合及び１企業平均年次有給休暇の時間単位取得日数","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、年次有給休暇の時間単位取得制度の有無、時間単位取得日数階級別企業割合及び１企業平均年次有給休暇の時間単位取得日数","「年次有給休暇の時間単位取得制度がある企業」には、時間単位取得日数が「０日」及び「不明」の企業を含む。"
"0003243522","就労条件総合調査","年次","0","2021-03-11","0","該当なし","1152","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","14","産業・企業規模、変形労働時間制の採用の有無、変形労働時間制の種類別企業割合","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、変形労働時間制の採用の有無、変形労働時間制の種類別企業割合","「変形労働時間制を採用している企業」には、「１週間単位の非定型的変形労働時間制」を含む。"
"0003248464","就労条件総合調査","年次","0","2021-03-11","0","該当なし","1152","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","15","産業・企業規模、変形労働時間制の適用の有無、変形労働時間制の種類別適用労働者割合","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、変形労働時間制の適用の有無、変形労働時間制の種類別適用労働者割合","「変形労働時間制の適用を受ける労働者」には、「１週間単位の非定型的変形労働時間制」を含む。"
"0003243524","就労条件総合調査","年次","0","2021-03-11","0","該当なし","1152","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","16","産業・企業規模、みなし労働時間制の採用の有無、みなし労働時間制の種類別企業割合","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、みなし労働時間制の採用の有無、みなし労働時間制の種類別企業割合",""
"0003243525","就労条件総合調査","年次","0","2021-03-11","0","該当なし","1152","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","17","産業・企業規模、みなし労働時間制の適用の有無、みなし労働時間制の種類別適用労働者割合","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、みなし労働時間制の適用の有無、みなし労働時間制の種類別適用労働者割合",""
"0003243526","就労条件総合調査","年次","0","2021-03-11","0","該当なし","4032","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","18","産業・企業規模、専門業務型裁量労働制を採用している企業の適用業務別企業割合","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、専門業務型裁量労働制を採用している企業の適用業務別企業割合","専門業務型裁量労働制適用業務がある企業に対する採用企業割合である。"
"0003243527","就労条件総合調査","年次","0","2021-03-11","0","該当なし","3648","2021-03-11","","00450099","就労条件総合調査","00450","厚生労働省","19","産業・企業規模、専門業務型裁量労働制適用業務別採用企業割合（当該業務がある企業＝１００）","03","労働・賃金","02","賃金・労働条件","就労条件総合調査","産業・企業規模、専門業務型裁量労働制適用業務別採用企業割合（当該業務がある企業＝１００）","「専門業務型裁量労働制を採用している企業」には、「適用業務の種類」が「不明」の企業を含む。"
