"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003370978","平成26年度大気汚染に係る環境保健サーベイランス調査","-","201404-201503","2020-03-04","0","該当なし","966","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-1-3","3歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　NO2","14","司法・安全・環境","05","環境","平成26年度大気汚染に係る環境保健サーベイランス調査","3歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　NO2","・居住年数１年未満・不明者、性別不明者除く"
"0003370979","平成26年度大気汚染に係る環境保健サーベイランス調査","-","201404-201503","2020-03-04","0","該当なし","909","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-1-3","3歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　NOx","14","司法・安全・環境","05","環境","平成26年度大気汚染に係る環境保健サーベイランス調査","3歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　NOx","・居住年数１年未満・不明者、性別不明者除く"
"0003370980","平成26年度大気汚染に係る環境保健サーベイランス調査","-","201404-201503","2020-03-04","0","該当なし","482","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-1-3","3歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　SO2","14","司法・安全・環境","05","環境","平成26年度大気汚染に係る環境保健サーベイランス調査","3歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　SO2","・居住年数１年未満・不明者、性別不明者除く"
"0003370981","平成26年度大気汚染に係る環境保健サーベイランス調査","-","201404-201503","2020-03-04","0","該当なし","1060","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-1-3","3歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　SPM","14","司法・安全・環境","05","環境","平成26年度大気汚染に係る環境保健サーベイランス調査","3歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　SPM","・居住年数１年未満・不明者、性別不明者除く"
"0003370990","平成26年度大気汚染に係る環境保健サーベイランス調査","-","201404-201503","2020-03-04","0","該当なし","594","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-2-3","6歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年度毎）　NO2","14","司法・安全・環境","05","環境","平成26年度大気汚染に係る環境保健サーベイランス調査","6歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年度毎）　NO2","・居住年数１年未満・不明者、性別不明者除く"
"0003370991","平成26年度大気汚染に係る環境保健サーベイランス調査","-","201404-201503","2020-03-04","0","該当なし","522","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-2-3","6歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年度毎）　NOx","14","司法・安全・環境","05","環境","平成26年度大気汚染に係る環境保健サーベイランス調査","6歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年度毎）　NOx","・居住年数１年未満・不明者、性別不明者除く"
"0003370992","平成26年度大気汚染に係る環境保健サーベイランス調査","-","201404-201503","2020-03-04","0","該当なし","305","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-2-3","6歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年度毎）　SO2","14","司法・安全・環境","05","環境","平成26年度大気汚染に係る環境保健サーベイランス調査","6歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年度毎）　SO2","・居住年数１年未満・不明者、性別不明者除く"
"0003370993","平成26年度大気汚染に係る環境保健サーベイランス調査","-","201404-201503","2020-03-04","0","該当なし","673","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-2-3","6歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年度毎）　SPM","14","司法・安全・環境","05","環境","平成26年度大気汚染に係る環境保健サーベイランス調査","6歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年度毎）　SPM","・居住年数１年未満・不明者、性別不明者除く"
"0003370974","平成27年度大気汚染に係る環境保健サーベイランス調査","-","201504-201603","2020-03-04","0","該当なし","972","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-1-3","3歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　NO2","14","司法・安全・環境","05","環境","平成27年度大気汚染に係る環境保健サーベイランス調査","3歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　NO2","・居住年数１年未満・不明除く"
"0003370975","平成27年度大気汚染に係る環境保健サーベイランス調査","-","201504-201603","2020-03-04","0","該当なし","918","2020-03-05","","00650402","環境保健サーベイランス調査","00650","環境省","2-1-3","3歳児調査 経年・統合解析結果 環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　NOx","14","司法・安全・環境","05","環境","平成27年度大気汚染に係る環境保健サーベイランス調査","3歳児調査 経年・統合解析結果","環境調査と健康調査の組合せ解析結果　対象者別背景濃度区分ごとの呼吸器症状有症率　（３年毎）　NOx","・居住年数１年未満・不明除く"
