"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003286245","中小企業実態基本調査 確報","統計表 １．会社全体の従業者数　産業中分類別表","年次","201701-201712","2019-03-25","0","該当なし","9954","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","１．会社全体の従業者数　産業中分類別表",""
"0003286800","中小企業実態基本調査 確報","統計表 １．会社全体の従業者数　産業別・資本金階級別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","10512","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","１．会社全体の従業者数　産業別・資本金階級別表（法人企業）",""
"0003286822","中小企業実態基本調査 確報","統計表 １．会社全体の従業者数　産業別・売上高階級別表","年次","201701-201712","2019-03-25","0","該当なし","13608","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","１．会社全体の従業者数　産業別・売上高階級別表",""
"0003286824","中小企業実態基本調査 確報","統計表 ４．資産及び負債・純資産（法人企業）　産業中分類別表","年次","201701-201712","2019-03-25","0","該当なし","9717","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","４．資産及び負債・純資産（法人企業）　産業中分類別表",""
"0003286840","中小企業実態基本調査 確報","統計表 １．会社全体の従業者数　産業別・設立年別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","12096","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","１．会社全体の従業者数　産業別・設立年別表（法人企業）","（注）　計には、NA（設立年不明）分も含まれる。"
"0003286842","中小企業実態基本調査 確報","統計表 ４．資産及び負債・純資産（法人企業）　産業別・従業者規模別表","年次","201701-201712","2019-03-25","0","該当なし","7380","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","４．資産及び負債・純資産（法人企業）　産業別・従業者規模別表","（注）　従業者規模別表は、「常用雇用者」の規模で分類している。"
"0003286862","中小企業実態基本調査 確報","統計表 ５．設備投資　産業中分類別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","5451","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","５．設備投資　産業中分類別表（法人企業）","（注）　構成比は、小数点第２位を四捨五入しているため、内訳と計が一致しない場合がある。"
"0003286867","中小企業実態基本調査 確報","統計表 ６．リースの利用　産業中分類別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","2133","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","６．リースの利用　産業中分類別表（法人企業）","（注）　「新規リース物件別企業数」は、複数回答のため計を作成していない。"
"0003287140","中小企業実態基本調査 確報","統計表 １１．受託の状況（建設業を除く）　産業中分類別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","4500","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","１１．受託の状況（建設業を除く）　産業中分類別表（法人企業）","（注１）　推計過程の四捨五入の影響から、内訳と計が一致しない場合がある。<BR>（注２）　「受託の内容」は、複数回答のため計を作成していない。"
"0003287141","中小企業実態基本調査 確報","統計表 １２．委託の状況　産業中分類別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","2844","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","１２．委託の状況　産業中分類別表（法人企業）","（注１）　推計過程の四捨五入の影響から、内訳と計が一致しない場合がある。<BR>（注２）　「委託の内容」は、複数回答のため計を作成していない。"
"0003287200","中小企業実態基本調査 確報","統計表 ８．売上高の内訳　産業中分類別表","年次","201701-201712","2019-03-25","0","該当なし","7110","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","８．売上高の内訳　産業中分類別表","（注）　割合は、小数点第２位を四捨五入しているため、内訳と計が一致しない場合がある。"
"0003287400","中小企業実態基本調査 確報","統計表 ４．資産及び負債・純資産（法人企業）　産業別・資本金階級別表","年次","201701-201712","2019-03-25","0","該当なし","10168","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","４．資産及び負債・純資産（法人企業）　産業別・資本金階級別表",""
"0003297901","中小企業実態基本調査 確報","統計表 １．会社全体の従業者数　産業別・従業者規模別表","年次","201701-201712","2019-03-25","0","該当なし","10584","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","１．会社全体の従業者数　産業別・従業者規模別表","（注）　従業者規模別表は、「常用雇用者」の規模で分類している。"
"0003297910","中小企業実態基本調査 確報","統計表 ４．資産及び負債・純資産（法人企業）　産業別・設立年別表","年次","201701-201712","2019-03-25","0","該当なし","11808","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","４．資産及び負債・純資産（法人企業）　産業別・設立年別表","（注）　計には、NA（設立年不明）分も含まれる。"
"0003297911","中小企業実態基本調査 確報","統計表 ４．資産及び負債・純資産（法人企業）　産業別・売上高階級別表","年次","201701-201712","2019-03-25","0","該当なし","13284","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","４．資産及び負債・純資産（法人企業）　産業別・売上高階級別表",""
"0003297968","中小企業実態基本調査 確報","統計表 ９．商品（製品）の仕入先・販売先　産業別・従業者規模別表","年次","201701-201712","2019-03-25","0","該当なし","4788","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","９．商品（製品）の仕入先・販売先　産業別・従業者規模別表","（注１）　「仕入を行った企業数」は、推計過程の四捨五入の影響から、内訳と計が一致しない場合がある。<BR>（注２）　割合は、小数点第２位を四捨五入しているため、内訳と計が一致しない場合がある。<BR>（注３）　従業者規模別表は、「常用雇用者」の規模で分類している。"
"0003297969","中小企業実態基本調査 確報","統計表 ９．商品（製品）の仕入先・販売先　産業別・資本金階級別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","4750","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","９．商品（製品）の仕入先・販売先　産業別・資本金階級別表（法人企業）","（注１）　「仕入を行った企業数」は、推計過程の四捨五入の影響から、内訳と計が一致しない場合がある。<BR>（注２）　割合は、小数点第２位を四捨五入しているため、内訳と計が一致しない場合がある。　"
"0003297970","中小企業実態基本調査 確報","統計表 ９．商品（製品）の仕入先・販売先　産業別・売上高階級別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","6156","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","９．商品（製品）の仕入先・販売先　産業別・売上高階級別表（法人企業）","（注１）　「仕入を行った企業数」は、推計過程の四捨五入の影響から、内訳と計が一致しない場合がある。<BR>（注２）　割合は、小数点第２位を四捨五入しているため、内訳と計が一致しない場合がある。"
"0003299643","中小企業実態基本調査 確報","統計表 ９．商品（製品）の仕入先・販売先　産業中分類別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","4503","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","９．商品（製品）の仕入先・販売先　産業中分類別表（法人企業）","（注１）　「仕入を行った企業数」は、推計過程の四捨五入の影響から、内訳と計が一致しない場合がある。<br>（注２）　割合は、小数点第２位を四捨五入しているため、内訳と計が一致しない場合がある。"
"0003299801","中小企業実態基本調査 確報","統計表 １３．中小企業投資促進税制等の状況（法人企業）　産業別・従業者規模別表","年次","201701-201712","2019-03-25","0","該当なし","6480","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","１３．中小企業投資促進税制等の状況（法人企業）　産業別・従業者規模別表","（注１）　従業者規模別表は、「常用雇用者」の規模で分類している。<BR>（注２）　中小企業投資促進税制等利用企業数に実績があり、各制度の取得件数および取得価額の合計に実績がない場合は、調査票乙（詳細票）に該当する企業がなかったことによる。"
"0003317768","中小企業実態基本調査 確報","統計表 ３．売上高及び営業費用　産業中分類別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","8532","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","３．売上高及び営業費用　産業中分類別表（法人企業）","（注）　付加価値額＝（売上原価のうち労務費、減価償却費）＋（販売費及び一般管理費のうち人件費、地代家賃、減価償却費、従業員教育費、租税公課）＋（営業外費用のうち支払利息・割引料）＋経常利益。"
"0003317769","中小企業実態基本調査 確報","統計表 ３．売上高及び営業費用　産業中分類別表（個人企業）","年次","201701-201712","2019-03-25","0","該当なし","8532","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","３．売上高及び営業費用　産業中分類別表（個人企業）","（注１）　売上総利益＝売上（収入）金額－売上原価。<BR>（注２）　経費の「その他の経費」には、水道光熱費、運賃荷造費、販売手数料、広告宣伝費、交際費、従業員教育費等を含む。"
"0003317770","中小企業実態基本調査 確報","統計表 ３．売上高及び営業費用　産業別・売上高階級別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","11664","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","３．売上高及び営業費用　産業別・売上高階級別表（法人企業）","（注）　付加価値額＝（売上原価のうち労務費、減価償却費）＋（販売費及び一般管理費のうち人件費、地代家賃、減価償却費、従業員教育費、租税公課）＋（営業外費用のうち支払利息・割引料）＋経常利益。"
"0003317771","中小企業実態基本調査 確報","統計表 ３．売上高及び営業費用　産業別・売上高階級別表（個人企業）","年次","201701-201712","2019-03-25","0","該当なし","11232","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","３．売上高及び営業費用　産業別・売上高階級別表（個人企業）","（注１）　売上総利益＝売上（収入）金額－売上原価。<br>（注２）　経費の「その他の経費」には、水道光熱費、運賃荷造費、販売手数料、広告宣伝費、交際費、従業員教育費等を含む。　"
"0003317772","中小企業実態基本調査 確報","統計表 ３．売上高及び営業費用　産業別・従業者規模別表","年次","201701-201712","2019-03-25","0","該当なし","9072","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","３．売上高及び営業費用　産業別・従業者規模別表","（注１）　従業者規模別表は、「常用雇用者」の規模で分類している。<br>（注２）　個人企業の「売上高」は「売上（収入）金額」。個人企業の「売上総利益」＝売上（収入）金額－売上原価。<br>（注３）　法人企業と個人企業では、「その他の経費」の範囲が異なる（個人企業分の「その他の経費」には、水道光熱費、運賃荷造費、販売手数料、広告宣伝費、交際費、従業員教育費等を含む。）。また、法人企業・個人企業計の販売費及び一般管理費は、その内訳の計と一致しない。<br>（注４）　個人企業の「経常利益（経常損失）」は、差引金額または事業専従者（有給の家族従業員）の給与を控除する前の所得金額。<br>（注５）　付加価値額＝（売上原価のうち労務費、減価償却費）＋（販売費及び一般管理費のうち人件費、地代家賃、減価償却費、従業員教育費、租税公課）＋（営業外費用のうち支払利息・割引料）＋経常利益。"
"0003317773","中小企業実態基本調査 確報","統計表 ３．売上高及び営業費用　産業別・設立年別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","10368","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","３．売上高及び営業費用　産業別・設立年別表（法人企業）","（注１）　計には、NA（設立年不明）分も含まれる。<br>（注２）　付加価値額＝（売上原価のうち労務費、減価償却費）＋（販売費及び一般管理費のうち人件費、地代家賃、減価償却費、従業員教育費、租税公課）＋（営業外費用のうち支払利息・割引料）＋経常利益。"
"0003317774","中小企業実態基本調査 確報","統計表 ３．売上高及び営業費用　産業別・資本金階級別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","8928","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","３．売上高及び営業費用　産業別・資本金階級別表（法人企業）","（注）付加価値額＝（売上原価のうち労務費、減価償却費）＋（販売費及び一般管理費のうち人件費、地代家賃、減価償却費、従業員教育費、租税公課）＋（営業外費用のうち支払利息・割引料）＋経常利益。"
"0003317775","中小企業実態基本調査 確報","統計表 ５．設備投資　産業別・売上高階級別表（法人企業）","年次","201701-201712","2019-03-25","0","該当なし","7452","2019-03-26","","00553010","中小企業実態基本調査","00553","中小企業庁","07","企業・家計・経済","01","企業活動","中小企業実態基本調査","確報","統計表","５．設備投資　産業別・売上高階級別表（法人企業）","（注）　構成比は、小数点第２位を四捨五入しているため、内訳と計が一致しない場合がある。"
