"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0000120208","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","5247","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00100","産業小分類（１５９）、事業所数・従業者数・常用雇用者数及び収入金額・経費総額・給与支給総額・設備投資額（総額，１事業所当たり）（平成１１年・６年・元年）、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５９）、事業所数・従業者数・常用雇用者数及び収入金額・経費総額・給与支給総額・設備投資額（総額，１事業所当たり）（平成１１年・６年・元年）、全国"
"0000120209","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","39816","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00200","産業小分類（１５８）、従業者規模（６）、本所・支所（３）、経営組織（７）、事業所数、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、従業者規模（６）、本所・支所（３）、経営組織（７）、事業所数、全国"
"0000120210","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","45504","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00300","産業小分類（１５８）、従業上の地位及び派遣・下請従業者（７）、本所・支所（３）、経営組織（７）、従業者数及び派遣・下請従業者数、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、従業上の地位及び派遣・下請従業者（７）、本所・支所（３）、経営組織（７）、従業者数及び派遣・下請従業者数、全国"
"0000120211","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","31284","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00400","産業小分類（１５８）、開設時期（１０）、経営組織（７）・従業者規模（４）・開設形態（５）、事業所数、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、開設時期（１０）、経営組織（７）・従業者規模（４）・開設形態（５）、事業所数、全国"
"0000120212","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","3160","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00500","産業小分類（１５８）、開設時期（１９）、事業所数、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、開設時期（１９）、事業所数、全国"
"0000120213","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","12640","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00600","本所・支所（３）、産業小分類（１５８）、経営組織（３）、事業所数・収入金額・経費総額・給与支給総額・設備投資額、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","本所・支所（３）、産業小分類（１５８）、経営組織（３）、事業所数・収入金額・経費総額・給与支給総額・設備投資額、全国"
"0000120214","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","2212","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00700","産業小分類（１５８）、従業者規模（６）、収入金額（総額，１事業所当たり）、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、従業者規模（６）、収入金額（総額，１事業所当たり）、全国"
"0000120215","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","2844","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00800","産業小分類（１５８）、経営組織（７）、収入金額（総額，１事業所当たり）、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、経営組織（７）、収入金額（総額，１事業所当たり）、全国"
"0000120216","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","22752","2007-08-31","","00200545","サービス業基本調査","00200","総務省","00900","本所・支所（３）、産業小分類（１５８）、資本金階級（１１）、事業所数・従業者数・収入金額（「外国の会社」を除く会社について）、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","本所・支所（３）、産業小分類（１５８）、資本金階級（１１）、事業所数・従業者数・収入金額（「外国の会社」を除く会社について）、全国"
"0000120217","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","3002","2007-08-31","","00200545","サービス業基本調査","00200","総務省","01000","産業小分類（１５８）、開設時期（１８）、収入金額（１事業所当たり）、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、開設時期（１８）、収入金額（１事業所当たり）、全国"
"0000120218","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","8216","2007-08-31","","00200545","サービス業基本調査","00200","総務省","01100","産業小分類（１５８）、経営組織（３）、収入金額階級（１２）、事業所数、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、経営組織（３）、収入金額階級（１２）、事業所数、全国"
"0000120219","平成11年サービス業基本調査 全国編","-","199911","2007-08-29","0","該当なし","2844","2007-08-31","","00200545","サービス業基本調査","00200","総務省","01200","産業小分類（１５８）、経営組織（７）、経費総額（総額，１事業所当たり）、全国","06","商業・サービス業","02","需給流通","平成11年サービス業基本調査","全国編","産業小分類（１５８）、経営組織（７）、経費総額（総額，１事業所当たり）、全国"
