"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003104200","家計消費状況調査 平成27年改定（2015年1月～2016年12月） 二人以上の世帯","月次","0","2017-02-17","0","該当なし","49280","2024-02-06","","00200565","家計消費状況調査","00200","総務省","3-1","特定の商品・サービスの1世帯当たり1か月間の支出 全国・地方・都市階級別","07","企業・家計・経済","04","家計","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","特定の商品・サービスの1世帯当たり1か月間の支出","全国・地方・都市階級別",""
"0003104228","家計消費状況調査 平成27年改定（2015年1月～2016年12月） 二人以上の世帯","月次","0","2017-02-17","0","該当なし","91520","2024-02-06","","00200565","家計消費状況調査","00200","総務省","3-2","特定の商品・サービスの1世帯当たり1か月間の支出 世帯主の年齢階級別","07","企業・家計・経済","04","家計","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","特定の商品・サービスの1世帯当たり1か月間の支出","世帯主の年齢階級別",""
"0003104201","家計消費状況調査 平成27年改定（2015年1月～2016年12月） 二人以上の世帯","月次","0","2017-02-17","0","該当なし","10560","2024-02-06","","00200565","家計消費状況調査","00200","総務省","3-3","特定の商品・サービスの1世帯当たり1か月間の支出 世帯主の勤めか自営かの別","07","企業・家計・経済","04","家計","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","特定の商品・サービスの1世帯当たり1か月間の支出","世帯主の勤めか自営かの別",""
"0003104182","家計消費状況調査 平成27年改定（2015年1月～2016年12月） 二人以上の世帯","月次","0","2017-02-17","0","該当なし","38720","2024-02-06","","00200565","家計消費状況調査","00200","総務省","3-4","特定の商品・サービスの1世帯当たり1か月間の支出 世帯人員・就業者数別","07","企業・家計・経済","04","家計","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","特定の商品・サービスの1世帯当たり1か月間の支出","世帯人員・就業者数別",""
"0003104219","家計消費状況調査 平成27年改定（2015年1月～2016年12月） 二人以上の世帯","月次","0","2017-02-17","0","該当なし","49280","2024-02-06","","00200565","家計消費状況調査","00200","総務省","3-5","特定の商品・サービスの1世帯当たり1か月間の支出 年間収入階級別","07","企業・家計・経済","04","家計","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","特定の商品・サービスの1世帯当たり1か月間の支出","年間収入階級別",""
"0003104220","家計消費状況調査 平成27年改定（2015年1月～2016年12月） 二人以上の世帯","月次","0","2017-02-17","0","該当なし","28160","2024-02-06","","00200565","家計消費状況調査","00200","総務省","3-6","特定の商品・サービスの1世帯当たり1か月間の支出 住居の種類別","07","企業・家計・経済","04","家計","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","特定の商品・サービスの1世帯当たり1か月間の支出","住居の種類別",""
"0003104183","家計消費状況調査 平成27年改定（2015年1月～2016年12月） 二人以上の世帯","月次","0","2017-02-17","0","該当なし","12320","2024-02-06","","00200565","家計消費状況調査","00200","総務省","3-7","特定の商品・サービスの1世帯当たり1か月間の支出 世帯主の勤め先企業規模別","07","企業・家計・経済","04","家計","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","特定の商品・サービスの1世帯当たり1か月間の支出","世帯主の勤め先企業規模別",""
"0003168293","家計消費状況調査 平成29年改定（2015年1月～） 総世帯","四半期","0","2026-02-06","0","該当なし","43428","2026-02-06","","00200565","家計消費状況調査","00200","総務省","1-1","インターネットを利用した1世帯当たり1か月間の支出 全国・地方・都市階級別 総世帯","07","企業・家計・経済","04","家計","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","インターネットを利用した1世帯当たり1か月間の支出","全国・地方・都市階級別","総世帯"
"0003168355","家計消費状況調査 平成29年改定（2015年1月～） 総世帯","年次","0","2026-02-06","0","該当なし","10080","2026-02-06","","00200565","家計消費状況調査","00200","総務省","1-1","インターネットを利用した1世帯当たり1か月間の支出 全国・地方・都市階級別 総世帯","07","企業・家計・経済","04","家計","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","インターネットを利用した1世帯当たり1か月間の支出","全国・地方・都市階級別","総世帯"
"0003168295","家計消費状況調査 平成29年改定（2015年1月～） 総世帯","年次","0","2026-02-06","0","該当なし","18720","2026-02-06","","00200565","家計消費状況調査","00200","総務省","1-2","インターネットを利用した1世帯当たり1か月間の支出 世帯主の年齢階級別 総世帯","07","企業・家計・経済","04","家計","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","インターネットを利用した1世帯当たり1か月間の支出","世帯主の年齢階級別","総世帯"
