"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003349246","若者の生活に関する調査 本人票","Ｑ１　　あなたの性別をお答えください。(〇はひとつだけ）　〔ひきこもり類型〕","年度次","201504-201603","2020-01-17","0","該当なし","12","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ１　　あなたの性別をお答えください。(〇はひとつだけ）　〔ひきこもり類型〕",""
"0003349247","若者の生活に関する調査 本人票","Ｑ１　　あなたの性別をお答えください。(〇はひとつだけ）　〔性・年齢別〕","年度次","201504-201603","2020-01-17","0","該当なし","48","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ１　　あなたの性別をお答えください。(〇はひとつだけ）　〔性・年齢別〕",""
"0003349248","若者の生活に関する調査 本人票","Ｑ１　　あなたの性別をお答えください。(〇はひとつだけ）　〔都市規模〕","年度次","201504-201603","2020-01-17","0","該当なし","15","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ１　　あなたの性別をお答えください。(〇はひとつだけ）　〔都市規模〕",""
"0003349249","若者の生活に関する調査 本人票","Ｑ１　　あなたの性別をお答えください。(〇はひとつだけ）　〔地域〕","年度次","201504-201603","2020-01-17","0","該当なし","24","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ１　　あなたの性別をお答えください。(〇はひとつだけ）　〔地域〕",""
"0003349250","若者の生活に関する調査 本人票","Ｑ２　　あなたの年齢をお答えください。(〇はひとつだけ）　〔ひきこもり類型〕","年度次","201504-201603","2020-01-17","0","該当なし","24","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ２　　あなたの年齢をお答えください。(〇はひとつだけ）　〔ひきこもり類型〕",""
"0003349251","若者の生活に関する調査 本人票","Ｑ２　　あなたの年齢をお答えください。(〇はひとつだけ）　〔性・年齢別〕","年度次","201504-201603","2020-01-17","0","該当なし","96","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ２　　あなたの年齢をお答えください。(〇はひとつだけ）　〔性・年齢別〕",""
"0003349252","若者の生活に関する調査 本人票","Ｑ２　　あなたの年齢をお答えください。(〇はひとつだけ）　〔都市規模〕","年度次","201504-201603","2020-01-17","0","該当なし","30","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ２　　あなたの年齢をお答えください。(〇はひとつだけ）　〔都市規模〕",""
"0003349253","若者の生活に関する調査 本人票","Ｑ２　　あなたの年齢をお答えください。(〇はひとつだけ）　〔地域〕","年度次","201504-201603","2020-01-17","0","該当なし","48","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ２　　あなたの年齢をお答えください。(〇はひとつだけ）　〔地域〕",""
"0003349254","若者の生活に関する調査 本人票","Ｑ３　　現在あなたと同居しているご家族に○をつけてください。（〇はいくつでも）　〔ひきこもり類型〕","年度次","201504-201603","2020-01-17","0","該当なし","44","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ３　　現在あなたと同居しているご家族に○をつけてください。（〇はいくつでも）　〔ひきこもり類型〕",""
"0003349255","若者の生活に関する調査 本人票","Ｑ３　　現在あなたと同居しているご家族に○をつけてください。（〇はいくつでも）　〔性・年齢別〕","年度次","201504-201603","2020-01-17","0","該当なし","176","2020-01-18","","00100107","若者の生活に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","若者の生活に関する調査","本人票","Ｑ３　　現在あなたと同居しているご家族に○をつけてください。（〇はいくつでも）　〔性・年齢別〕",""
