"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3"
"0003364040","果樹共済統計表 確報","年次","0","2020-02-18","0","全国","3048","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","1","都道府県別統計表 収穫共済　引受　都道府県別計","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　引受　都道府県別計","注：１．「引受組合等数」は、共済目的の種類別に、半相殺方式、全相殺方式、災害収入共済方式及び樹園地単位方式の引受組合等数の積上げである。<br>注：２．「標準収穫金額、基準生産金額」は、半相殺方式、全相殺方式及び樹園地単位方式の標準収穫金額と、災害収入共済方式の基準生産金額を加算した額である。","","","",""
"0003364040","果樹共済統計表 確報","年次","0","2020-02-18","0","都道府県","3048","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","1","都道府県別統計表 収穫共済　引受　都道府県別計","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　引受　都道府県別計","注：１．「引受組合等数」は、共済目的の種類別に、半相殺方式、全相殺方式、災害収入共済方式及び樹園地単位方式の引受組合等数の積上げである。<br>注：２．「標準収穫金額、基準生産金額」は、半相殺方式、全相殺方式及び樹園地単位方式の標準収穫金額と、災害収入共済方式の基準生産金額を加算した額である。","","","",""
"0003364041","果樹共済統計表 確報","年次","0","2020-10-14","0","全国","140218","2020-10-21","","00500606","果樹共済統計表","00500","農林水産省","1","都道府県別統計表 収穫共済　引受　共済目的の種類別","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　引受　共済目的の種類別","注：１．事項「引受方式」の項目「合計」において、「引受組合等数」は、共済目的の種類別に、半相殺方式、全相殺方式、災害収入共済方式及び樹園地単位方式の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「半相殺方式」において、「引受組合等数」は、共済目的の種類別に、半相殺方式計の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「半相殺方式_特定危険方式」において、「引受組合等数」は、共済目的の種類別に、半相殺方式 特定危険方式計の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「全相殺方式」において、「引受組合等数」は、共済目的の種類別に、全相殺方式計の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「樹園地単位方式」において、「引受組合等数」は、共済目的の種類別に、樹園地単位方式計の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「樹園地単位方式_特定危険方式」において、「引受組合等数」は、共済目的の種類別に、樹園地単位方式 特定危険方式計の引受組合等数の積上げである。<br>注：２．事項「引受方式」の項目「合計」において、「標準収穫金額、基準生産金額」は、半相殺方式、全相殺方式及び樹園地単位方式の標準収穫金額と、災害収入共済方式の基準生産金額を加算した額である。","","","",""
"0003364041","果樹共済統計表 確報","年次","0","2020-10-14","0","都道府県","140218","2020-10-21","","00500606","果樹共済統計表","00500","農林水産省","1","都道府県別統計表 収穫共済　引受　共済目的の種類別","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　引受　共済目的の種類別","注：１．事項「引受方式」の項目「合計」において、「引受組合等数」は、共済目的の種類別に、半相殺方式、全相殺方式、災害収入共済方式及び樹園地単位方式の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「半相殺方式」において、「引受組合等数」は、共済目的の種類別に、半相殺方式計の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「半相殺方式_特定危険方式」において、「引受組合等数」は、共済目的の種類別に、半相殺方式 特定危険方式計の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「全相殺方式」において、「引受組合等数」は、共済目的の種類別に、全相殺方式計の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「樹園地単位方式」において、「引受組合等数」は、共済目的の種類別に、樹園地単位方式計の引受組合等数の積上げである。<br>　　　　事項「引受方式」の項目「樹園地単位方式_特定危険方式」において、「引受組合等数」は、共済目的の種類別に、樹園地単位方式 特定危険方式計の引受組合等数の積上げである。<br>注：２．事項「引受方式」の項目「合計」において、「標準収穫金額、基準生産金額」は、半相殺方式、全相殺方式及び樹園地単位方式の標準収穫金額と、災害収入共済方式の基準生産金額を加算した額である。","","","",""
"0003364035","果樹共済統計表 確報","年次","0","2020-10-14","0","全国","9996","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","1-1","全国統計表 引受及び被害・支払（年産別）　収穫共済","04","農林水産業","01","農業","果樹共済統計表","確報","全国統計表","引受及び被害・支払（年産別）　収穫共済","注：「標準収穫金額　基準生産金額」は、半相殺方式、全相殺方式及び樹園地単位方式の標準収穫金額と災害収入共済方式の基準生産金額を加算した額である。","","","",""
"0003364036","果樹共済統計表 確報","年次","0","2020-10-14","0","全国","5502","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","1-2","全国統計表 引受及び被害・支払（年産別）　樹体共済","04","農林水産業","01","農業","果樹共済統計表","確報","全国統計表","引受及び被害・支払（年産別）　樹体共済","","","","",""
"0003400116","果樹共済統計表 確報","年次","0","2020-02-18","0","全国","723","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","10","都道府県別統計表 収穫共済　果実１kg当たりの価額(農林水産省告示)","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　果実１kg当たりの価額(農林水産省告示)","注：１．「農林水産大臣の定める地域」で、「第○」は数字ごとに定めた区域である。<br>注：２．「指定かんきつ」は、はっさく、ぽんかん、ネーブルオレンジ、ぶんたん、たんかん、さんぼうかん、清見、日向夏、セミノール、不知火、河内晩柑、ゆず、はるみ、レモン、せとか、愛媛果試第28号及び甘平を総称したものである。<br>注：３．事項「類区分」は、農業災害補償法第120条の６第１項第１号の農林水産大臣が定める区分を表す。","","","",""
"0003400116","果樹共済統計表 確報","年次","0","2020-02-18","0","都道府県","723","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","10","都道府県別統計表 収穫共済　果実１kg当たりの価額(農林水産省告示)","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　果実１kg当たりの価額(農林水産省告示)","注：１．「農林水産大臣の定める地域」で、「第○」は数字ごとに定めた区域である。<br>注：２．「指定かんきつ」は、はっさく、ぽんかん、ネーブルオレンジ、ぶんたん、たんかん、さんぼうかん、清見、日向夏、セミノール、不知火、河内晩柑、ゆず、はるみ、レモン、せとか、愛媛果試第28号及び甘平を総称したものである。<br>注：３．事項「類区分」は、農業災害補償法第120条の６第１項第１号の農林水産大臣が定める区分を表す。","","","",""
"0003364532","果樹共済統計表 確報","年次","0","2020-02-18","0","全国","6416","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","11","都道府県別統計表 収穫共済　責任保険歩合別組合等数　共済目的の種類別","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　責任保険歩合別組合等数　共済目的の種類別","","","","",""
"0003364532","果樹共済統計表 確報","年次","0","2020-02-18","0","都道府県","6416","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","11","都道府県別統計表 収穫共済　責任保険歩合別組合等数　共済目的の種類別","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　責任保険歩合別組合等数　共済目的の種類別","","","","",""
"0003364533","果樹共済統計表 確報","年次","0","2020-02-18","0","全国","4608","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","12","都道府県別統計表 収穫共済　通常・異常災害別組合等数","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　通常・異常災害別組合等数","注：組合等数は、延数である。","","","",""
"0003364533","果樹共済統計表 確報","年次","0","2020-02-18","0","都道府県","4608","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","12","都道府県別統計表 収穫共済　通常・異常災害別組合等数","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　通常・異常災害別組合等数","注：組合等数は、延数である。","","","",""
"0003364037","果樹共済統計表 確報","年次","0","2020-10-14","0","全国","7239","2020-10-21","","00500606","果樹共済統計表","00500","農林水産省","2","全国統計表 引受及び被害・支払（共済目的の種類等別）　収穫共済","04","農林水産業","01","農業","果樹共済統計表","確報","全国統計表","引受及び被害・支払（共済目的の種類等別）　収穫共済","","","","",""
"0003364042","果樹共済統計表 確報","年次","0","2020-02-18","0","全国","1975","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","2","都道府県別統計表 収穫共済　被害・支払　都道府県別計","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　被害・支払　都道府県別計","","","","",""
"0003364042","果樹共済統計表 確報","年次","0","2020-02-18","0","都道府県","1975","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","2","都道府県別統計表 収穫共済　被害・支払　都道府県別計","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　被害・支払　都道府県別計","","","","",""
"0003364043","果樹共済統計表 確報","年次","0","2020-10-14","0","全国","97702","2020-10-21","","00500606","果樹共済統計表","00500","農林水産省","2","都道府県別統計表 収穫共済　被害・支払　共済目的の種類別","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　被害・支払　共済目的の種類別","","","","",""
"0003364043","果樹共済統計表 確報","年次","0","2020-10-14","0","都道府県","97702","2020-10-21","","00500606","果樹共済統計表","00500","農林水産省","2","都道府県別統計表 収穫共済　被害・支払　共済目的の種類別","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　被害・支払　共済目的の種類別","","","","",""
"0003364044","果樹共済統計表 確報","年次","0","2020-02-18","0","全国","1161","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","3","都道府県別統計表 収穫共済　収支　都道府県別計","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　収支　都道府県別計","注：１．「収入」は、組合等が「組合等手持掛金」、連合会が「連合会手持保険料」、政府特別会計が「再保険料」である。<br>注：２．「支出」は、組合等、連合会及び政府特別会計が支払った「共済金」の内訳額である。","","","",""
"0003364044","果樹共済統計表 確報","年次","0","2020-02-18","0","都道府県","1161","2020-10-14","","00500606","果樹共済統計表","00500","農林水産省","3","都道府県別統計表 収穫共済　収支　都道府県別計","04","農林水産業","01","農業","果樹共済統計表","確報","都道府県別統計表","収穫共済　収支　都道府県別計","注：１．「収入」は、組合等が「組合等手持掛金」、連合会が「連合会手持保険料」、政府特別会計が「再保険料」である。<br>注：２．「支出」は、組合等、連合会及び政府特別会計が支払った「共済金」の内訳額である。","","","",""
