"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003398293","特許行政年次報告書","第1章　総括統計 ２．国際調査報告及び国際予備審査報告作成件数表","年次","0","2024-02-13","0","該当なし","32","2024-02-13","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","第1章　総括統計","２．国際調査報告及び国際予備審査報告作成件数表","注：ＰＣＴの国際調査機関または国際予備審査機関として日本国特許庁が作成（発送）した国際調査報告（International Search Report：ＩＳＲと略す場合もある。）、国際予備審査報告（International Preliminary Examination Report：ＩＰＥＲと略す場合もある。）の発送年別件数表である。（「国際調査報告」には「国際調査報告を作成しない決定」件数を含む。）<br>問合せ先：出願課国際出願室"
"0003398294","特許行政年次報告書","第1章　総括統計 ３．実用新案（出願、登録及び技術評価書請求の件数）","年次","0","2024-02-13","0","該当なし","48","2024-02-13","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","第1章　総括統計","３．実用新案（出願、登録及び技術評価書請求の件数）","注：出願件数には、ＰＣＴ出願から国内移行された出願（国内書面の受付日を基準としてカウント）を含む。<br>問合せ先：審査業務課、審査業務課登録室"
"0003398295","特許行政年次報告書","【更新終了】第1章　総括統計（平成31年［2019年］まで） ４．旧実用新案（出願、審査請求、ファーストアクション、登録査定及び登録の件数）","年次","0","2022-02-28","0","該当なし","70","2023-01-20","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","【更新終了】第1章　総括統計（平成31年［2019年］まで）","４．旧実用新案（出願、審査請求、ファーストアクション、登録査定及び登録の件数）","注：「ファーストアクション件数」は、審査官による審査結果の最初の通知（主に登録査定又は拒絶理由通知書）が出願人等へ発送された件数である。<br>問合せ先：審査業務課、調整課、審査業務課登録室"
"0003398296","特許行政年次報告書","第1章　総括統計 ４．意匠（出願、ファーストアクション、登録査定及び登録の件数）","年次","0","2024-02-13","0","該当なし","64","2024-02-13","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","第1章　総括統計","４．意匠（出願、ファーストアクション、登録査定及び登録の件数）","注１：数値は、国際意匠登録出願を含む。<br>注２：「登録件数」のうち2007年までは、類似意匠登録件数を含む。<br>注３：「ファーストアクション件数」は、審査官による審査結果の最初の通知（主に登録査定又は拒絶理由通知書）が出願人等へ発送された件数である。<br>問合せ先：審査業務課、意匠課、審査業務課登録室"
"0003398298","特許行政年次報告書","第1章　総括統計 ６．審判及び異議申立て　（1）拒絶査定不服審判、（2）補正却下不服審判、（3）無効審判、（4）訂正審判、（5）取消審判、（6）判定","年次","0","2024-02-13","0","該当なし","1052","2024-02-13","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","第1章　総括統計","６．審判及び異議申立て　（1）拒絶査定不服審判、（2）補正却下不服審判、（3）無効審判、（4）訂正審判、（5）取消審判、（6）判定","注１：拒絶査定不服審判の「旧実用新案」の件数については、2009年からは前置審尋を除く。<br>注２：2015年以前の統計を再作成したため、過去の年次報告書に掲載した統計数値と異なる場合がある。<br>問合せ先：審判課"
"0003398299","特許行政年次報告書","第1章　総括統計 ６．審判及び異議申立て　（7）異議申立て","年次","0","2024-02-13","0","該当なし","176","2024-02-13","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","第1章　総括統計","６．審判及び異議申立て　（7）異議申立て","注１：2015年以前の統計を再作成したため、過去の年次報告書に掲載した統計数値と異なる場合がある。<br>注２：2015年の「特許」の件数については、2015年4月1日以降に申立てられた件数である。<br>問合せ先：審判課"
"0003398300","特許行政年次報告書","第2章　主要統計 １．審査・審判の審査・審理期間　（1）審査（ﾌｧｰｽﾄｱｸｼｮﾝ期間）","年次","0","2024-02-13","0","該当なし","27","2024-02-13","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","第2章　主要統計","１．審査・審判の審査・審理期間　（1）審査（ﾌｧｰｽﾄｱｸｼｮﾝ期間）","注１：「特許」のファーストアクション期間は、審査請求から、審査官による審査結果の最初の通知（主に特許査定又は拒絶理由通知書）が出願人等へ発送されるまでの期間の年平均である。<br>注２：「意匠」及び「商標」のファーストアクション期間は、出願から、審査官による審査結果の最初の通知（主に登録査定又は拒絶理由通知書）が出願人等へ発送されるまでの期間の年平均である。<br>問合せ先：調整課、意匠課、商標課"
"0003398301","特許行政年次報告書","第2章　主要統計 １．審査・審判の審査・審理期間　（2）審判　（a）権利付与前の審判（拒絶査定不服審判）（審理期間）、（b）異議（審理期間）、（d）判定（審理期間）","年次","0","2024-02-13","0","該当なし","68","2024-02-13","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","第2章　主要統計","１．審査・審判の審査・審理期間　（2）審判　（a）権利付与前の審判（拒絶査定不服審判）（審理期間）、（b）異議（審理期間）、（d）判定（審理期間）","注：審理期間は、審判請求日（※１）から、審決の発送日（※２）、取下・放棄の確定日、又は却下の発送日までの期間（※３）の暦年平均。<br>（※１）異議申立については異議申立日。特許拒絶査定不服審判において前置審査に係る事件については審理可能となった日（部門移管日）。<br>（※２）特許異議申立において取消理由通知（決定の予告）を行うものはその発送日、特許無効審判において審決の予告を行うものはその発送日。<br>（※３）特許拒絶査定不服審判において、前置審査に係る事件については、審理可能となった日からの期間。<br>問合せ先：審判課"
"0003398302","特許行政年次報告書","第2章　主要統計 １．審査・審判の審査・審理期間　（2）審判　（c）権利付与後の審判（無効審判、訂正審判、取消審判、判定）（審理期間）","年次","0","2024-02-13","0","該当なし","40","2024-02-13","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","第2章　主要統計","１．審査・審判の審査・審理期間　（2）審判　（c）権利付与後の審判（無効審判、訂正審判、取消審判、判定）（審理期間）","注：審理期間は、審判請求日（※１）から、審決の発送日（※２）、取下・放棄の確定日、又は却下の発送日までの期間の暦年平均。<br>（※１）異議申立については異議申立日。特許拒絶査定不服審判において前置審査に係る事件については審理可能となった日（部門移管日）。<br>（※２）特許異議申立において取消理由通知（決定の予告）を行うものはその発送日、特許無効審判において審決の予告を行うものはその発送日。<br>問合せ先：審判課"
"0003398303","特許行政年次報告書","【更新終了】第2章　主要統計（平成27年［2015年］まで） １．審査・審判の審査・審理期間　（2）審判　（c）権利付与後の審判（無効審判、訂正審判、取消審判、判定）（審理期間）","年次","0","2022-02-28","0","該当なし","9","2023-01-20","","00552020","特許行政年次報告書（統計情報）","00552","特許庁","11","情報通信・科学技術","03","知的財産","特許行政年次報告書","【更新終了】第2章　主要統計（平成27年［2015年］まで）","１．審査・審判の審査・審理期間　（2）審判　（c）権利付与後の審判（無効審判、訂正審判、取消審判、判定）（審理期間）","注：審理期間は、審判請求日（異議は異議申立日）から審決発送日（異議は決定発送日）、取下・放棄の確定日、却下の発送日までの各月の平均期間（特許拒絶査定不服審判において、前置審査に係る事件は、審理可能となった日からの期間）の年平均である。<br>問合せ先：審判課"
