"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003409134","電力調査統計 統計表一覧","1-(1)発電所認可出力表","-","0","2020-03-03","0","該当なし","14232","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","1-(1)発電所認可出力表","注：認可出力は四捨五入をしている。<br>１．移動用発電設備は別掲である。<br>２．複合発電設備は、汽力に含む。<br>３．東京電力の横須賀火力（発）は汽力・ガスタービンを併設しており、本表では原動力別に出力を記載し、発電所数は汽力に統合。<br>４．2010年３月末で卸電気事業とみなす期限の切れた者を除く。"
"0003409135","電力調査統計 統計表一覧","1-(2)発電所出力変更状況","-","0","2020-03-03","0","該当なし","1380","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","1-(2)発電所出力変更状況",""
"0003409136","電力調査統計 統計表一覧","1-(2)発電所出力変更状況（年度計）","-","0","2020-03-03","0","該当なし","1383","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","1-(2)発電所出力変更状況（年度計）",""
"0003409137","電力調査統計 統計表一覧","2-(1)発電実績（総括）","-","0","2020-03-03","0","該当なし","1369","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(1)発電実績（総括）","１．バイオマス及び廃棄物の発電電力量は、火力の発電電力量の再掲である。<br>２．2010年３月末で卸電気事業とみなす期限の切れた者を除く。"
"0003409138","電力調査統計 統計表一覧","2-(1)発電実績（総括）（年度計）","-","0","2020-03-03","0","該当なし","104","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(1)発電実績（総括）（年度計）","１．バイオマス及び廃棄物の発電電力量は、火力の発電電力量の再掲である。<br>２．2010年３月末で卸電気事業とみなす期限の切れた者を除く。"
"0003409140","電力調査統計 統計表一覧","2-(4)発電設備利用率（一般電気事業者）","-","0","2020-03-03","0","該当なし","2115","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(4)発電設備利用率（一般電気事業者）","１．試運転発電設備、移動用発電設備は対象としていない。<br>２．水力の利用率は可能発電電力量に対する実発電電力量の比を記す。"
"0003409143","電力調査統計 統計表一覧","2-(6)水力発電実績（卸電気事業者及び特定電気事業者）","-","0","2020-03-03","0","該当なし","2070","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(6)水力発電実績（卸電気事業者及び特定電気事業者）","注：電源開発株式会社における他社受電については、一部原動力が特定出来ないため、電力量の多い火力に計上した。<br>自家消費等は、電気事業者の自家消費及び特定供給に係る電力量である。<br>2010年３月末で卸電気事業とみなす期限の切れた者を除く。"
"0003409144","電力調査統計 統計表一覧","2-(6)水力発電実績（卸電気事業者及び特定電気事業者）（年度計）","-","0","2020-03-03","0","該当なし","156","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(6)水力発電実績（卸電気事業者及び特定電気事業者）（年度計）","注：電源開発株式会社における他社受電については、一部原動力が特定出来ないため、電力量の多い火力に計上した。<br>自家消費等は、電気事業者の自家消費及び特定供給に係る電力量である。<br>2010年３月末で卸電気事業とみなす期限の切れた者を除く。"
"0003409145","電力調査統計 統計表一覧","2-(7)火力・原子力発電実績（卸電気事業者及び特定電気事業者）","-","0","2020-03-03","0","該当なし","2764","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(7)火力・原子力発電実績（卸電気事業者及び特定電気事業者）","１．バイオマスの発電電力量は、新エネルギー等に係る発電電力量の再掲である。<br>２．電源開発株式会社における他社受電については、一部原動力が特定出来ないため電力量の多い火力に計上した。<br>３．自社余剰は、自社の自家用電気工作物で発電した電気のうち電気事業の用に供した電力量である。<br>４．自家消費等は、電気事業者の自家消費及び特定供給に係る電力量である。<br>５．2010年３月末で卸電気事業とみなす期限の切れた者を除く。<br>６．社名変更（（株）クリエイティブテクノソリューション→（株）OGCTS（2015年１月１日））"
"0003409146","電力調査統計 統計表一覧","2-(7)火力・原子力発電実績（卸電気事業者及び特定電気事業者）（年度計）","-","0","2020-03-03","0","該当なし","213","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(7)火力・原子力発電実績（卸電気事業者及び特定電気事業者）（年度計）","１．バイオマスの発電電力量は、新エネルギー等に係る発電電力量の再掲である。<br>２．電源開発株式会社における他社受電については、一部原動力が特定出来ないため電力量の多い火力に計上した。<br>３．自社余剰は、自社の自家用電気工作物で発電した電気のうち電気事業の用に供した電力量である。<br>４．自家消費等は、電気事業者の自家消費及び特定供給に係る電力量である。<br>５．2010年３月末で卸電気事業とみなす期限の切れた者を除く。<br>６．社名変更（（株）クリエイティブテクノソリューション→（株）OGCTS（2015年１月１日））"
"0003409147","電力調査統計 統計表一覧","2-(8)特定規模電気事業者","-","0","2020-03-03","0","該当なし","11345","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(8)特定規模電気事業者","１．バイオマスの発電電力量は、発電電力量計の再掲である。<br>２．「α」は単位に満たない数値である。<br>３．事業承継<br>　　一般財団法人中之条電力→（株）中之条パワー（2015年12月１日）<br>　　（株）エヌ・パワー→（株）みらい電力（2015年11月２日）<br>　　一般社団法人電力託送代行機構→（株）エナリス・パワー・マーケティング（2015年10月１日）<br>　　日産自動車（株）→日産トレーディング（株）（2015年２月１日）<br>　　（株）南和→（株）ナンワエナジー（2014年４月１日）<br>４．届出変更<br>　　（株）環境経営戦略総研→（株）アイ・グリッド・ソリューションズ（2015年11月１日）<br>　　（株）ケーキュービック→森の電力（株）（2015年10月１日）<br>５．社名変更<br>　　JX日鉱日石エネルギー（株）→JXエネルギー（株）（2016年１月１日）<br>　　ワタミエコロジー（株）→ワタミファーム＆エナジー（株）（2014年10月１日）<br>６．事業廃止<br>　　（株）クールトラスト（2016年１月１日）<br>　　富士フイルム（株）（2014年３月31日）<br>　　日本風力開発（2014年２月24日）<br>７．2013年度の「JX日鉱日石エネルギー及び二又風力開発」における発電電力量は、風力発電にかかる発電電力量である。<br>８．2013年度の「（株）南和（（株）ナンワエナジー）」における発電電力量は、太陽光発電にかかる発電電力量である。"
"0003409148","電力調査統計 統計表一覧","2-(8)特定規模電気事業者（年度計）","-","0","2020-03-03","0","該当なし","1138","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(8)特定規模電気事業者（年度計）","１．バイオマスの発電電力量は、発電電力量計の再掲である。<br>２．「α」は単位に満たない数値である。<br>３．事業承継<br>　　一般財団法人中之条電力→（株）中之条パワー（2015年12月１日）<br>　　（株）エヌ・パワー→（株）みらい電力（2015年11月２日）<br>　　一般社団法人電力託送代行機構→（株）エナリス・パワー・マーケティング（2015年10月１日）<br>　　日産自動車（株）→日産トレーディング（株）（2015年２月１日）<br>　　（株）南和→（株）ナンワエナジー（2014年４月１日）<br>４．届出変更<br>　　（株）環境経営戦略総研→（株）アイ・グリッド・ソリューションズ（2015年11月１日）<br>　　（株）ケーキュービック→森の電力（株）（2015年10月１日）<br>５．社名変更<br>　　JX日鉱日石エネルギー（株）→JXエネルギー（株）（2016年１月１日）<br>　　ワタミエコロジー（株）→ワタミファーム＆エナジー（株）（2014年10月１日）<br>６．事業廃止<br>　　（株）クールトラスト（2016年１月１日）<br>　　富士フイルム（株）（2014年３月31日）<br>　　日本風力開発（2014年２月24日）<br>７．2013年度の「JX日鉱日石エネルギー及び二又風力開発」における発電電力量は、風力発電にかかる発電電力量である。<br>８．2013年度の「（株）南和（（株）ナンワエナジー）」における発電電力量は、太陽光発電にかかる発電電力量である。"
"0003409149","電力調査統計 統計表一覧","2-(9)一般電気事業者間の送受電実績","-","0","2020-03-03","0","該当なし","3276","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(9)一般電気事業者間の送受電実績",""
"0003409150","電力調査統計 統計表一覧","2-(9)一般電気事業者間の送受電実績（年度計）","-","0","2020-03-03","0","該当なし","251","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(9)一般電気事業者間の送受電実績（年度計）",""
"0003409151","電力調査統計 統計表一覧","2-(10)火力発電　燃料種別発受電実績","-","0","2020-03-03","0","該当なし","4896","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(10)火力発電　燃料種別発受電実績","１．発電量の火力計は、「２－（１）発電実績（総括）」の火力の発電量を燃料種別に置き換えたもの（再掲）である。<br>２．火力発電で２種類以上の燃料を混焼している場合は主要な燃料欄に計上している。"
"0003409152","電力調査統計 統計表一覧","2-(10)火力発電　燃料種別発受電実績（発電計の比率）","-","0","2020-03-03","0","該当なし","288","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(10)火力発電　燃料種別発受電実績（発電計の比率）","１．発電量の火力計は、「２－（１）発電実績（総括）」の火力の発電量を燃料種別に置き換えたもの（再掲）である。<br>２．火力発電で２種類以上の燃料を混焼している場合は主要な燃料欄に計上している。"
"0003409153","電力調査統計 統計表一覧","2-(10)火力発電　燃料種別発受電実績（年度計）","-","0","2020-03-03","0","該当なし","235","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(10)火力発電　燃料種別発受電実績（年度計）","１．発電量の火力計は、「２－（１）発電実績（総括）」の火力の発電量を燃料種別に置き換えたもの（再掲）である。<br>２．火力発電で２種類以上の燃料を混焼している場合は主要な燃料欄に計上している。"
"0003409154","電力調査統計 統計表一覧","2-(11)新エネルギー等　種類別発受電実績","-","0","2020-03-03","0","該当なし","4284","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(11)新エネルギー等　種類別発受電実績","１．バイオマス、廃棄物の発受電量は、火力発電のバイオマス、廃棄物に係る分の再掲である。<br>２．他社受電量のバイオマスに係る受電電力量は「暫定値」も含まれる。"
"0003409155","電力調査統計 統計表一覧","2-(11)新エネルギー等　種類別発受電実績（年度計）","-","0","2020-03-03","0","該当なし","173","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(11)新エネルギー等　種類別発受電実績（年度計）","１．バイオマス、廃棄物の発受電量は、火力発電のバイオマス、廃棄物に係る分の再掲である。<br>２．他社受電量のバイオマスに係る受電電力量は「暫定値」も含まれる。"
"0003409156","電力調査統計 統計表一覧","2-(12)電源種別発受電実績","-","0","2020-03-03","0","該当なし","3672","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(12)電源種別発受電実績","１．新エネルギー等は、風力、太陽光、地熱の合計である。<br>２．他社受電量のその他事業者からの受電のその他には、日本卸電力取引所を通じた取引も含まれる。"
"0003409157","電力調査統計 統計表一覧","2-(12)電源種別発受電実績（発電計の比率）","-","0","2020-03-03","0","該当なし","180","2020-03-04","","00551120","電力調査統計","00551","資源エネルギー庁","09","エネルギー・水","01","電気","電力調査統計","統計表一覧","2-(12)電源種別発受電実績（発電計の比率）","１．新エネルギー等は、風力、太陽光、地熱の合計である。<br>２．他社受電量のその他事業者からの受電のその他には、日本卸電力取引所を通じた取引も含まれる。"
