"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003327560","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","364","2019-07-17","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-1","統計表 HACCPの導入状況","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","HACCPの導入状況","１　各階層別の割合は回答数を基に算出した推定平均値である。なお、推定方法は「利用者のために」ｐ３を参照。（以下、各表について同じ）２　輸出の状況別について、「既に輸出をしている」とは、問3で販売金額1位とした品目について、平成27年10月1日現在、１つ以上の国・地域に輸出をしている企業を指し、「輸出を検討している」とは同じく１つ以上の国・地域に輸出を検討している企業を指している。「輸出は検討していない」とは、前述のいずれにも当てはまらない企業を指す。（以下、各表について同じ）",""
"0003327581","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","270","2019-07-17","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-2","統計表 HACCPの導入時期","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","HACCPの導入時期","１　販売金額上位１位の品目について集計した結果である。２　「ＨＡＣＣＰの導入状況別」の「導入済み」は、「１　ＨＡＣＣＰの導入状況」において、「導入済み」と回答した企業を集計した結果である。　　また、「導入予定」は、「１　ＨＡＣＣＰの導入状況」において、「導入途中」及び「導入を検討」と回答した企業を集計した結果である。３　「導入する予定はない」には、「１　ＨＡＣＣＰの導入状況」において、「ＨＡＣＣＰの考え方をよく知らない」と回答した企業を含む。",""
"0003327542","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","1344","2019-07-17","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-3","統計表 導入しているHACCPの方式（複数回答）","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","導入しているHACCPの方式（複数回答）","１　販売金額上位１位の品目について集計した結果である。２　「２　ＨＡＣＣＰの導入時期」において、「すでに導入している」又は「導入の予定がある」品目について集計した結果である。３　回答企業数には、導入しているＨＡＣＣＰの方式について無回答のものを除く。",""
"0003334604","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","360","2019-07-16","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-4","統計表 HACCPの導入による効果","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","HACCPの導入による効果","「１　ＨＡＣＣＰの導入状況」において、「導入済み」、「導入途中」又は「導入を検討」と回答した企業を対象に調査した結果である。<br>各階層別の割合は回答数を基に算出した推定平均値である。なお、推定方法は「利用者のために」ｐ3を参照。",""
"0003327940","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","300","2019-07-17","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-5","統計表 HACCPの導入に当たっての問題点","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","HACCPの導入に当たっての問題点","１　「１　ＨＡＣＣＰの導入状況」において、「導入済み」、「導入途中」又は「導入を検討」と回答した企業を対象に調査した結果であり、「ＨＡＣＣＰの導入状況別」は、「１ ＨＡＣＣＰの導入状況」の回答結果により次のとおり区分した。・　「導入済み」　・・・・・・「すべての工場で導入している」又は「一部の工場で導入している」と回答した企業・　「導入予定」　・・・・・・「まだ導入していないが、導入途中の工場がある」、「これから導入に着手する予定」、「導入を検討している」又は「今後、導入を検討する予定」と回答した企業２　回答企業数には、ＨＡＣＣＰの導入に当たっての問題点について無回答のものを除く。　　　",""
"0003334660","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","330","2019-07-16","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-6","統計表 HACCPの導入に当たって役立つ支援策","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","HACCPの導入に当たって役立つ支援策","１　「１　ＨＡＣＣＰの導入状況」において、「導入済み」、「導入途中」又は「導入を検討」と回答した企業を対象に調査した結果であり、「ＨＡＣＣＰの導入状況別」は、「１ ＨＡＣＣＰの導入状況」の回答結果により次のとおり区分した。２　回答企業数には、ＨＡＣＣＰの導入に当たって役立つ支援策について無回答のものを除く。",""
"0003327780","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","476","2019-07-17","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-7","統計表 HACCPの一層の充実を図る方法","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","HACCPの一層の充実を図る方法","１　販売金額上位１位の品目について集計した結果である。２　「２　ＨＡＣＣＰの導入時期」において、「すでに導入している」と回答した品目を対象に集計した結果である。３　回答企業数には、ＨＡＣＣＰの一層の充実を図る方法について無回答のものを除く。",""
"0003328121","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","308","2019-07-17","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-8","統計表 HACCPを導入する予定のない理由","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","HACCPを導入する予定のない理由","１　「１　ＨＡＣＣＰの導入状況」において、「導入する予定はない」と回答した企業を対象に調査した結果である。２　回答企業数には、ＨＡＣＣＰを導入する予定のない理由について無回答のものを除く。",""
"0003334700","食品製造業におけるHACCPの導入状況実態調査 確報 平成27年度食品製造業におけるHACCPの導入状況実態調査","年度次","201504-201603","2019-07-16","0","該当なし","125","2019-07-16","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-9","統計表 （参考）輸出の動向","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成27年度食品製造業におけるHACCPの導入状況実態調査","統計表","（参考）輸出の動向","各階層別の割合は回答数を基に算出した推定平均値である。なお、推定方法は「利用者のために」ｐ3を参照。",""
"0003327440","食品製造業におけるHACCPの導入状況実態調査 確報 平成28年度食品製造業におけるHACCPの導入状況実態調査","年度次","201604-201703","2019-07-16","0","該当なし","364","2019-07-17","","00500311","食品製造業におけるHACCPに沿った衛生管理の導入状況実態調査","00500","農林水産省","1-1","統計表 HACCPの導入状況","05","鉱工業","02","製造業","食品製造業におけるHACCPの導入状況実態調査","確報","平成28年度食品製造業におけるHACCPの導入状況実態調査","統計表","HACCPの導入状況","１　各階層別の割合は回答数を基に算出した推定平均値である。なお、推定方法は「利用者のために」ｐ３を参照。（以下、各表について同じ）２　輸出の状況別について、「既に輸出をしている」とは、問3で販売金額1位とした品目について、平成28年10月1日現在、１つ以上の国・地域に輸出をしている企業を指し、「輸出を検討している」とは同じく１つ以上の国・地域に輸出を検討している企業を指している。「輸出は検討していない」とは、前述のいずれにも当てはまらない企業を指す。（以下、各表について同じ）",""
