"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003276720","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","361","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] １．制度別の概算医療費　表1　医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","１．制度別の概算医療費　表1　医療費の推移／伸び率（対前年度比）","注1.審査支払機関（社会保険診療報酬支払基金及び国民健康保険団体連合会）で審査される診療報酬明細書のデータ（算定ベース：点数、費用額、件数及び日数）を集計している。点数を10倍したものを医療費として評価している。　医療保険及び公費負担医療で支給の対象となる患者負担分を含めた医療費についての集計である。現物給付でない分（はり・きゅう、全額自費による支払い分等）等は含まれていない。注2.「医療保険適用」「75歳未満」の「被用者保険」は、70歳未満の者及び高齢受給者に係るデ－タであり、「本人」及び「家族」は、高齢受給者を除く70歳未満の者に係るデータである。注3.「医療保険適用」の「75歳以上」は後期高齢者医療の対象となる者に係るデータである。「公費」は医療保険適用との併用分を除く、生活保護などの公費負担のみのデータである。"
"0003276721","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","248","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] １．制度別の概算医療費　表2　1人当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","１．制度別の概算医療費　表2　1人当たり医療費の推移／伸び率（対前年度比）","注.人数が未確定の制度もあり、数値が置き換わる場合がある。"
"0003276722","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","128","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ２．診療種類別の概算医療費　参考1　制度別の医療費の補正後の伸び率","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","２．診療種類別の概算医療費　参考1　制度別の医療費の補正後の伸び率","注.「医療保険適用」「75歳未満」の「被用者保険」は、70歳未満の者及び高齢受給者に係るデ－タであり、「本人」及び「家族」は、高齢受給者を除く70歳未満の者に係るデータである。"
"0003276723","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","80","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ２．診療種類別の概算医療費　参考2　診療種類別の医療費の補正後の伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","２．診療種類別の概算医療費　参考2　診療種類別の医療費の補正後の伸び率（対前年度比）","注1. 医療保険医療費の平成16～21年度各月の制度別１人当たり医療費の伸び率を、日曜・祭日等（年末については、12月29日～１月３日を日曜として扱っている）の数の対前年同月差、土曜日の対前年同月差、木曜日の対前年同月差、感染症サーベイランス調査の１定点当たりインフルエンザ報告数対前年同月差、花粉症の影響を表すデータとしては環境省花粉観測システムの観測地点・観測時別データを単純平均したものの対前年同月差を説明変数として回帰分析した結果を用いて補正したものである。なお、総計及び公費については、医療保険計について回帰分析した結果を用いている。注2.閏日に係る影響補正係数は、当月が閏日の場合3.6％、前年同月が閏日の場合▲3.4％とした。注3.入院時食事療養の費用額及び入院時生活療養の費用額が含まれる。医科分は医科入院へ、歯科分は歯科へ含めている。"
"0003276724","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","585","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ２．診療種類別の概算医療費　表3　医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","２．診療種類別の概算医療費　表3　医療費の推移／伸び率（対前年度比）","注1.入院時食事療養の費用額及び入院時生活療養の費用額が含まれる。医科分は医科入院へ、歯科分は歯科へ含めている。注2.総計には、訪問看護療養の費用額を含む。"
"0003276725","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","390","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ２．診療種類別の概算医療費　表4　受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","２．診療種類別の概算医療費　表4　受診延日数の推移／伸び率（対前年度比）","注1.診療実日数を取りまとめている。調剤については、処方せん枚数を取りまとめている。注2.総計には、訪問看護療養の実日数を含み、調剤の処方せん枚数を含めずに計上している。"
"0003276726","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","585","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ２．診療種類別の概算医療費　表5　1日当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","２．診療種類別の概算医療費　表5　1日当たり医療費の推移／伸び率（対前年度比）","注1.１日当たり医療費とは、診療実日数当たりの医療費。調剤では、処方せん１枚当たりの医療費。「(参考)入院外＋調剤」では、入院外及び調剤の医療費を受診延日数で除して得た値を計上する。注2.入院時食事療養の費用額及び入院時生活療養の費用額が含まれる。医科分は医科入院へ、歯科分は歯科へ含めている。"
"0003276727","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","387","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（1）入院・入院外計　表10　1施設当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（1）入院・入院外計　表10　1施設当たり医療費の推移／伸び率（対前年度比）",""
"0003276728","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","430","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（1）入院・入院外計　表11　主たる診療科別 医科診療所 1施設当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（1）入院・入院外計　表11　主たる診療科別 医科診療所 1施設当たり医療費の推移／伸び率（対前年度比）",""
"0003276729","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","387","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（1）入院・入院外計　表12　1施設当たり受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（1）入院・入院外計　表12　1施設当たり受診延日数の推移／伸び率（対前年度比）",""
"0003276730","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","430","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（1）入院・入院外計　表13　主たる診療科別 医科診療所 1施設当たり受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（1）入院・入院外計　表13　主たる診療科別 医科診療所 1施設当たり受診延日数の推移／伸び率（対前年度比）",""
"0003276731","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","780","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（1）入院・入院外計　表6　医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（1）入院・入院外計　表6　医療費の推移／伸び率（対前年度比）","注1.医科病院は、経営主体別に分類している。注2.「大学病院」には、病院のうち、医育機関である医療機関を分類している。注3.「公的病院」には、病院のうち、国（独立行政法人を含む）の開設する医療機関、公的医療機関（都道府県、市町村等）及び社会保険関係団体（全国社会保険協会連合会等）の開設する医療機関を分類している。但し、医育機関を除く。注4.医療費には、入院時食事療養の費用額及び入院時生活療養の費用額が含まれる。"
"0003276732","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","650","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（1）入院・入院外計　表7　主たる診療科別 医科診療所　医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（1）入院・入院外計　表7　主たる診療科別 医科診療所　医療費の推移／伸び率（対前年度比）","注.医科診療所ごとの主たる診療科別に医科診療所を分類して、医療費を集計している。"
"0003276733","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","780","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（1）入院・入院外計　表8　受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（1）入院・入院外計　表8　受診延日数の推移／伸び率（対前年度比）","注1.診療実日数を取りまとめている。保険薬局については、処方せん枚数を取りまとめている。注2.総計には、訪問看護ステーションの実日数を含み、保険薬局の処方せん枚数を含めずに計上している。"
"0003276734","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","650","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（1）入院・入院外計　表9　主たる診療科別 医科診療所　受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（1）入院・入院外計　表9　主たる診療科別 医科診療所　受診延日数の推移／伸び率（対前年度比）",""
"0003276735","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","430","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　表14　入院　医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　表14　入院　医療費の推移／伸び率（対前年度比）","注.入院時食事療養の費用額及び入院時生活療養の費用額が含まれる。医科分は医科入院へ、歯科分は歯科へ含めている。"
"0003276736","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","430","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　表15　入院　受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　表15　入院　受診延日数の推移／伸び率（対前年度比）",""
"0003276737","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","430","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　表16　入院　1日当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　表16　入院　1日当たり医療費の推移／伸び率（対前年度比）","注.入院時食事療養の費用額及び入院時生活療養の費用額が含まれる。医科分は医科入院へ、歯科分は歯科へ含めている。"
"0003276738","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","301","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　表17　入院　1施設当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　表17　入院　1施設当たり医療費の推移／伸び率（対前年度比）",""
"0003276739","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","301","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　表18　入院　1施設当たり受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　表18　入院　1施設当たり受診延日数の推移／伸び率（対前年度比）",""
"0003276740","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","336","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　参考1　推計新規入院件数／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　参考1　推計新規入院件数／伸び率（対前年度比）","注.推計新規入院件数は入院受診延日数を推計平均在院日数で除して得た値である。"
"0003276741","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","294","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　参考2　1施設当たり推計新規入院件数／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　参考2　1施設当たり推計新規入院件数／伸び率（対前年度比）","注.１施設当たり推計新規入院件数は推計新規入院件数を審査支払機関に審査支払請求を行った施設数で除して得た値である。"
"0003276742","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","336","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　参考3　推計平均在院日数／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　参考3　推計平均在院日数／伸び率（対前年度比）","注.推計平均在院日数は入院の1件当たり日数から推計した値である。"
"0003276743","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","336","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（2）入院　参考4　推計1入院当たり医療費／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（2）入院　参考4　推計1入院当たり医療費／伸び率（対前年度比）","注1.医療費には入院時食事療養及び入院時生活療養の費用額が含まれる。注2.推計1入院当たり医療費は推計平均在院日数に入院の1日当たり医療費を乗じて得た値である。"
"0003276744","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","559","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（3）入院外　表19　入院外　医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（3）入院外　表19　入院外　医療費の推移／伸び率（対前年度比）",""
"0003276745","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","650","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（3）入院外　表20　主たる診療科別 医科診療所　入院外　医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（3）入院外　表20　主たる診療科別 医科診療所　入院外　医療費の推移／伸び率（対前年度比）",""
"0003276746","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","559","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（3）入院外　表21　入院外　受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（3）入院外　表21　入院外　受診延日数の推移／伸び率（対前年度比）",""
"0003276747","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","650","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（3）入院外　表22　主たる診療科別 医科診療所　入院外　受診延日数の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（3）入院外　表22　主たる診療科別 医科診療所　入院外　受診延日数の推移／伸び率（対前年度比）",""
"0003276748","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","559","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（3）入院外　表23　入院外　1日当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（3）入院外　表23　入院外　1日当たり医療費の推移／伸び率（対前年度比）",""
"0003276749","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","430","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（3）入院外　表24　主たる診療科別 医科診療所　入院外　1日当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（3）入院外　表24　主たる診療科別 医科診療所　入院外　1日当たり医療費の推移／伸び率（対前年度比）",""
"0003276750","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","473","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（3）入院外　表25　入院外　1施設当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（3）入院外　表25　入院外　1施設当たり医療費の推移／伸び率（対前年度比）",""
"0003276751","「医療費の動向」調査 「医療費の動向」調査（年度版）","年度次","201704-201803","2022-09-16","0","該当なし","430","2022-09-19","","00450399","「医療費の動向」調査","00450","厚生労働省","1","最近の医療費の動向[概算医療費] ３．医療機関種類別の概算医療費　（3）入院外　表26　入院外　主たる診療科別 医科診療所 1施設当たり医療費の推移／伸び率（対前年度比）","15","社会保障・衛生","05","医療","「医療費の動向」調査","「医療費の動向」調査（年度版）","最近の医療費の動向[概算医療費]","３．医療機関種類別の概算医療費　（3）入院外　表26　入院外　主たる診療科別 医科診療所 1施設当たり医療費の推移／伸び率（対前年度比）",""
