"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003297439","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","660","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","1","産業別退職金制度の採用状況","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業別退職金制度の採用状況",""
"0003316020","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","990","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","10","産業別退職事由ごとの退職者数構成比（年度1年間（決算期間））","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業別退職事由ごとの退職者数構成比（年度1年間（決算期間））","１　「その他」には、業務上又は業務外の死傷病などによる退職を含む。<BR>２　退職一時金制度の採用がある企業を集計対象とした。<BR>３　原表には表示がないが、退職者数の構成比の集計結果には「退職者数構成比」と表示している。"
"0003318671","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","1650","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","11","産業別退職事由ごとの平均退職金額（年度1年間（決算期間））","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業別退職事由ごとの平均退職金額（年度1年間（決算期間））","１　「退職金額」は、退職一時金に、退職年金掛金（事業主負担分に限る）の現価額を加算したものである。<BR>２　「平均退職金額」は、退職者数により加重平均したものである。<BR>３　「その他」には、業務上又は業務外の死傷病による退職を含む。<BR>４　退職一時金制度の採用がある企業を集計対象とした。<BR>５　原表の「社数」は「集計社数」と表示している。 "
"0003317700","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","3960","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","12","産業、勤続年数、学歴別定年退職者の平均退職金額（男性）（年度1年間（決算期間））","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業、勤続年数、学歴別定年退職者の平均退職金額（男性）（年度1年間（決算期間））","１　「退職金額」は、退職一時金に、退職年金掛金（事業主負担分に限る）の現価額を加算したものである。<BR>２　「満勤勤続」とは、学校を卒業後直ぐに（大学卒は22歳、短大・高専卒は20歳、高校卒は18歳）入社し、定年年齢まで勤続したものをいう。<BR>３　「平均退職金額」は、退職者数により加重平均したものである。<BR>４　 退職一時金制度の採用がある企業を集計対象とした。<BR>４　原表の「社数」は「集計社数」と表示している。 "
"0003317600","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","46690","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","13","産業、学歴、労働者の種類、コース、退職事由、勤続年数別モデル退職金総額及び月収換算月数","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業、学歴、労働者の種類、コース、退職事由、勤続年数別モデル退職金総額及び月収換算月数","１　退職一時金制度の採用がある企業を対象として、退職金総額と当該退職年齢時のモデル所定内賃金の両方に回答のある社を集計した。<BR>２　退職金総額は、退職一時金と退職年金現価額（事業主負担分掛金に係るもの）の合計である。<BR>３　月収換算とは退職金額を当該勤続年数（年齢）におけるモデル所定内賃金で除した月数である。<BR>４　集計社数は各勤続年数ごとの最大値であり、各勤続年数ごとに集計社数に異同がある。<BR>５　各勤続年数の１社のみの集計値は「＊」表記としている。<BR>６　原表の「退職金総額」は「モデル退職金総額」、原表の「月収換算」は「モデル退職金の月収換算月数」と表示している。 <BR>７　原表の第13-1から第13-14表を収録している。"
"0003317055","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","23608","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","14","産業、学歴、労働者の種類、コース、退職事由、勤続年数別モデル退職金総額、月収換算月数、退職一時金及び退職年金現価額（退職年金制度併用企業）","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業、学歴、労働者の種類、コース、退職事由、勤続年数別モデル退職金総額、月収換算月数、退職一時金及び退職年金現価額（退職年金制度併用企業）","１　退職一時金制度と退職年金制度を併用している企業で、退職一時金額、年金現価額及び当該退職年齢時のモデル所定内賃金のそれぞれに回答のある社を集計した。<BR>２　退職金総額は、退職一時金と退職年金現価額（事業主負担分掛金に係るもの）の合計である。<BR>３　月収換算とは退職金額を当該勤続年数（年齢）におけるモデル所定内賃金で除した月数である。<BR>４　集計社数は各勤続年数ごとの最大値であり、各勤続年数ごとに集計社数に異同がある。<BR>５　各勤続年数の１社のみの集計値は「＊」表記としている。<BR>６　原表の「退職金総額」は「モデル退職金総額」、原表の「退職金総額」に続く「月収換算」は「モデル退職金総額の月収換算月数」、原表の「退職一時金」に続く「月収換算」は「退職一時金の月収換算月数」と表示している。<BR>７　原表の第14-1から第14-4表を収録している。"
"0003297473","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","1155","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","15","産業別定年制の有無及び定年年齢","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業別定年制の有無及び定年年齢",""
"0003298468","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","3630","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","16","産業別選択定年制（早期退職優遇制度）の有無及び制度の内容（勤続年数要件、制度適用開始年齢、優遇措置の種類）","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業別選択定年制（早期退職優遇制度）の有無及び制度の内容（勤続年数要件、制度適用開始年齢、優遇措置の種類）","「適用開始年齢」とは、早期退職優遇制度の対象者を年齢の幅で決めている企業において、当該制度の適用対象となる最低年齢（適用開始年齢）を集計したものである。"
"0003297475","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","990","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","17","産業別継続雇用制度（再雇用制度・勤務延長制度）の有無","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業別継続雇用制度（再雇用制度・勤務延長制度）の有無",""
"0003297476","賃金事情等総合調査 退職金、年金及び定年制事情調査","年次","0","2024-04-30","0","該当なし","1155","2025-03-28","","00452001","賃金事情等総合調査","00452","中央労働委員会","18","産業別再雇用制度適用者の最も多い再雇用時の雇用･就業形態","03","労働・賃金","02","賃金・労働条件","賃金事情等総合調査","退職金、年金及び定年制事情調査","産業別再雇用制度適用者の最も多い再雇用時の雇用･就業形態","子会社、関連会社で再雇用された場合には、雇用・就業形態にかかわらず「子会社・関連会社の従業員」としている。"
