"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003339680","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F1　性別　性別","年度次","199904-200003","2020-02-05","0","全国","9","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F1　性別　性別","回答者の性別は、調査員が判断したもの。"
"0003339681","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F1　性別　学年別","年度次","199904-200003","2020-02-05","0","全国","27","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F1　性別　学年別","回答者の性別は、調査員が判断したもの。"
"0003339682","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F1　性別　性・学年","年度次","199904-200003","2020-02-05","0","全国","51","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F1　性別　性・学年","回答者の性別は、調査員が判断したもの。"
"0003339683","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F1　性別　同居きょうだいの有無","年度次","199904-200003","2020-02-05","0","全国","9","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F1　性別　同居きょうだいの有無","回答者の性別は、調査員が判断したもの。"
"0003339684","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F1　性別　世帯構成","年度次","199904-200003","2020-02-05","0","全国","12","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F1　性別　世帯構成","回答者の性別は、調査員が判断したもの。"
"0003339685","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F1　性別　都市規模別","年度次","199904-200003","2020-02-05","0","全国","15","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F1　性別　都市規模別","回答者の性別は、調査員が判断したもの。"
"0003339686","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F2　あなたは，今，何年生ですか。　性別","年度次","199904-200003","2020-02-05","0","全国","27","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F2　あなたは，今，何年生ですか。　性別",""
"0003339687","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F2　あなたは，今，何年生ですか。　学年別","年度次","199904-200003","2020-02-05","0","全国","81","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F2　あなたは，今，何年生ですか。　学年別",""
"0003339688","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F2　あなたは，今，何年生ですか。　性・学年","年度次","199904-200003","2020-02-05","0","全国","153","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F2　あなたは，今，何年生ですか。　性・学年",""
"0003339689","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F2　あなたは，今，何年生ですか。　同居きょうだいの有無","年度次","199904-200003","2020-02-05","0","全国","27","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F2　あなたは，今，何年生ですか。　同居きょうだいの有無",""
"0003339690","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F2　あなたは，今，何年生ですか。　世帯構成","年度次","199904-200003","2020-02-05","0","全国","36","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F2　あなたは，今，何年生ですか。　世帯構成",""
"0003339691","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F2　あなたは，今，何年生ですか。　都市規模別","年度次","199904-200003","2020-02-05","0","全国","45","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F2　あなたは，今，何年生ですか。　都市規模別",""
"0003339692","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　性別","年度次","199904-200003","2020-02-05","0","全国","36","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　性別",""
"0003339693","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　学年別","年度次","199904-200003","2020-02-05","0","全国","108","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　学年別",""
"0003339694","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　性・学年","年度次","199904-200003","2020-02-05","0","全国","204","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　性・学年",""
"0003339695","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　同居きょうだいの有無","年度次","199904-200003","2020-02-05","0","全国","36","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　同居きょうだいの有無",""
"0003339696","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　世帯構成","年度次","199904-200003","2020-02-05","0","全国","48","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　世帯構成",""
"0003339697","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　都市規模別","年度次","199904-200003","2020-02-05","0","全国","60","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","F3　〔カード1〕今，あなたと一緒に住んでいるのは誰ですか。この中から一緒に住んでいる人をすべてお答えください。(M.A.)　都市規模別",""
"0003339698","低年齢少年の価値観等に関する基本調査 小・中学生に対する質問","Q1　あなたは，学校のある日には，朝何時ごろ起きますか。　性別","年度次","199904-200003","2020-02-05","0","全国","18","2020-02-06","","00100103","低年齢少年の価値観等に関する調査","00170","こども家庭庁","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢少年の価値観等に関する基本調査","小・中学生に対する質問","Q1　あなたは，学校のある日には，朝何時ごろ起きますか。　性別",""
