"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003348423","景気ウォッチャー調査","季節調整値　全国の分野・業種別ＤＩの推移","月次","202410","2024-11-25","0","該当なし","8190","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","季節調整値　全国の分野・業種別ＤＩの推移",""
"0003348424","景気ウォッチャー調査","季節調整値　地域別ＤＩの推移","月次","202410","2024-11-25","0","該当なし","12285","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","季節調整値　地域別ＤＩの推移",""
"0003348425","景気ウォッチャー調査","分野・業種別DI","月次","202410","2024-11-25","0","該当なし","19197","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","分野・業種別DI","（備考）調査対象は2001年８月以降は2,050人（全国）。"
"0003348426","景気ウォッチャー調査","地域別DIの推移","月次","202410","2024-11-25","0","該当なし","25920","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","地域別DIの推移","（備考） １. 2000年10月調査から2001年7月調査は全国1500人からの回答により作成。<br>　　　 　２. 2001年８月調査以降は全国2050人からの回答により作成。<br>　　　 　３. 2001年７月調査以前は旧区分による。"
"0003348427","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断と先行き判断","月次","202410","2024-11-25","0","該当なし","400140","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断と先行き判断","（備考）１.2001年7月調査以前は全国1500人、2001年8月調査以降は全国2050人からの回答により作成。<br>　　　　２.2001年7月調査以前は旧区分による。"
"0003348428","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 家計動向関連","月次","202410","2024-11-25","0","該当なし","22320","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 家計動向関連",""
"0003348429","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 企業動向関連","月次","202410","2024-11-25","0","該当なし","3906","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 企業動向関連",""
"0003348450","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 雇用関連","月次","202410","2024-11-25","0","該当なし","4464","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 雇用関連",""
"0003348451","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 家計動向関連","月次","202410","2024-11-25","0","該当なし","60771","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 家計動向関連",""
"0003348452","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 企業動向関連","月次","202410","2024-11-25","0","該当なし","53013","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 企業動向関連",""
"0003348453","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 雇用関連","月次","202410","2024-11-25","0","該当なし","60771","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 雇用関連",""
"0003348454","景気ウォッチャー調査","景気ウォッチャー（調査客体）の地域別・分野別構成","月次","202410","2024-11-25","0","該当なし","235980","2024-12-17","","00100001","景気ウォッチャー調査","00100","内閣府","07","企業・家計・経済","06","景気","景気ウォッチャー調査","景気ウォッチャー（調査客体）の地域別・分野別構成",""
