"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003356290","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","88","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","1","常時委託している家内労働者規模別委託者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","常時委託している家内労働者規模別委託者数の割合",""
"0003356299","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","551","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","10","業種、経済的援助の内容別委託者数の割合（M.A.）","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、経済的援助の内容別委託者数の割合（M.A.）","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。<br>3）複数回答である。"
"0003356300","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","341","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","11","業種、経済的援助の内容別年間1人当たり援助額（M.A.）","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、経済的援助の内容別年間1人当たり援助額（M.A.）","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。<br>3）複数回答である。"
"0003356301","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","459","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","11","業種、危険有害業務の内容別委託者数の割合（M.A.）","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、危険有害業務の内容別委託者数の割合（M.A.）","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。"
"0003356302","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","414","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","12","業種、安全衛生対策内容別委託者数の割合（M.A.）","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、安全衛生対策内容別委託者数の割合（M.A.）","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。<br>3）複数回答である。"
"0003356310","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","368","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","2","業種、委託理由別委託者数の割合（M.A.2つまで）","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、委託理由別委託者数の割合（M.A.2つまで）","1）「繊維工業」については、「衣服･その他の繊維製品製造業」を含む。<br>2）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>3）「その他」には不明0.1％を含む。<br>4）複数回答である。"
"0003356291","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","460","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","3","業種、過去1年間の委託量の変動理由別委託者数の割合（M.A.2つまで）","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、過去1年間の委託量の変動理由別委託者数の割合（M.A.2つまで）","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。2005年度調査の「その他」には、不明0.2％を含む。<br>3）複数回答である。"
"0003356292","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","460","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","4","業種、今後1年間の委託量を減らしたい又は委託を中止したい委託者の理由別委託者数の割合（M.A.2つまで）","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、今後1年間の委託量を減らしたい又は委託を中止したい委託者の理由別委託者数の割合（M.A.2つまで）","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。2005年度調査の「その他」には、不明0.6％を含む。<br>3）複数回答である。"
"0003356293","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","276","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","5","業種、委託契約の方法別委託者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、委託契約の方法別委託者数の割合","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。"
"0003356294","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","184","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","6","業種、不良品の取扱いの取り決めの有無別委託者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、不良品の取扱いの取り決めの有無別委託者数の割合","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。2005年度調査の「その他」には、不明0.3％を含む。"
"0003356295","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","322","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","6","業種、不良品の実際の取扱い別委託者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、不良品の実際の取扱い別委託者数の割合","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。2005年度調査の「その他」には、不明0.3％を含む。"
"0003356296","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","460","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","7","業種、家内労働者の募集方法別委託者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、家内労働者の募集方法別委託者数の割合","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。2005年度調査の「その他」には、不明0.6％、募集実績がない場合を含む。<br>3）複数回答である。"
"0003356297","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","276","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","8","業種、工賃の決定時期別委託者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、工賃の決定時期別委託者数の割合","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。"
"0003356298","家内労働等実態調査 委託者調査","-","0","2019-11-21","0","全国","460","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","9","業種、工賃決定要素別委託者数の割合（M.A.2つまで）","03","労働・賃金","01","労働力","家内労働等実態調査","委託者調査","業種、工賃決定要素別委託者数の割合（M.A.2つまで）","1）「電気機械器具製造業」、「情報通信機械器具製造業」及び「電子部品・デバイス製造業」については、2005年度調査においては、「電気機械器具製造業、情報通信機械器具製造業、電子部品・デバイス製造業」として集計していたが、2011年の調査においては、それぞれ集計したものである。<br>2）「その他」には不明0.1％を含む。<br>3）複数回答である。"
"0003356392","家内労働等実態調査 家内労働者調査","-","0","2019-11-21","0","全国","108","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","1","年齢階級、性別家内労働者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","家内労働者調査","年齢階級、性別家内労働者数の割合",""
"0003362859","家内労働等実態調査 家内労働者調査","-","0","2019-11-21","0","全国","144","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","1","年齢階級、類型別家内労働者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","家内労働者調査","年齢階級、類型別家内労働者数の割合",""
"0003362896","家内労働等実態調査 家内労働者調査","-","0","2019-11-21","0","全国","540","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","10","業種、性別家内労働者1人当たりの1日の平均就業時間数・1人平均工賃月収額・1人1時間当たりの平均工賃額","03","労働・賃金","01","労働力","家内労働等実態調査","家内労働者調査","業種、性別家内労働者1人当たりの1日の平均就業時間数・1人平均工賃月収額・1人1時間当たりの平均工賃額","「繊維工業」については、2006年度調査では「繊維工業」及び「衣服・その他の繊維製品製造業」と分けて集計していたが、2011年度調査では「繊維工業」に「衣服・その他の繊維製品製造業」を含む。"
"0003362897","家内労働等実態調査 家内労働者調査","-","0","2019-11-21","0","全国","720","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","10","業種、類型別家内労働者1人当たりの1日の平均就業時間数・1人平均工賃月収額・1人1時間当たりの平均工賃額","03","労働・賃金","01","労働力","家内労働等実態調査","家内労働者調査","業種、類型別家内労働者1人当たりの1日の平均就業時間数・1人平均工賃月収額・1人1時間当たりの平均工賃額","「繊維工業」については、2006年度調査では「繊維工業」及び「衣服・その他の繊維製品製造業」と分けて集計していたが、2011年度調査では「繊維工業」に「衣服・その他の繊維製品製造業」を含む。"
"0003362898","家内労働等実態調査 家内労働者調査","-","0","2019-11-21","0","全国","120","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","11","仕事量の変動状況別、性別家内労働者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","家内労働者調査","仕事量の変動状況別、性別家内労働者数の割合",""
"0003362899","家内労働等実態調査 家内労働者調査","-","0","2019-11-21","0","全国","360","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","12","業種、仕事の量の変動状況別家内労働者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","家内労働者調査","業種、仕事の量の変動状況別家内労働者数の割合","「繊維工業」については、2006年度調査では「繊維工業」及び「衣服・その他の繊維製品製造業」と分けて集計していたが、2011年度調査では「繊維工業」に「衣服・その他の繊維製品製造業」を含む。"
"0003362900","家内労働等実態調査 家内労働者調査","-","0","2019-11-21","0","全国","168","2019-11-22","","00450291","家内労働等実態調査","00450","厚生労働省","14","1時間当たりの工賃額階級、性別家内労働者数の割合","03","労働・賃金","01","労働力","家内労働等実態調査","家内労働者調査","1時間当たりの工賃額階級、性別家内労働者数の割合",""
