"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003371321","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","3024","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","1-1","全国統計表（年度別） 加入","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表（年度別）","加入","注：全国統計表の金額は、それぞれ四捨五入により千円単位としているため計に差が生じる場合がある。","",""
"0003371322","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","3216","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","1-2","全国統計表（年度別） 事故","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表（年度別）","事故","注：１．全国統計表の金額は、それぞれ四捨五入により千円単位としているため計に差が生じる場合がある。　　２．事故については、異常事故を含む。","",""
"0003371323","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","1152","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","1-3","全国統計表（年度別） 収支","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表（年度別）","収支","注：全国統計表の金額は、それぞれ四捨五入により千円単位としているため計に差が生じる場合がある。","",""
"0003371324","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","714","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","1-4","全国統計表（年度別） 被害率","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表（年度別）","被害率","注：この表の率は異常事故を除くものである。　　なお、2010年度については、異常事故に加えて、口蹄疫に係るワクチン接種による殺処分事故も除いている。","",""
"0003371325","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","22086","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","2-1","全国統計表 加入（期間別）","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表","加入（期間別）","注：１．全国統計表の加入（期間別）及び（区分別）の金額は、それぞれ四捨五入により千円単位としているため、小計、　　　　計及び合計に差が生じる場合がある。　　２．乳牛の雌等、肉用牛等、一般馬、種豚及び肉豚の農家単位引受方式については農家単位に共済関係が成立するが、　　　　肉豚の群単位引受方式については飼養群単位に共済関係が成立するので、農家数に代えて飼養群数を記載した。","",""
"0003371326","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","41958","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","2-2","全国統計表 加入（区分別）","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表","加入（区分別）","注：１．全国統計表の加入（期間別）及び（区分別）の金額は、それぞれ四捨五入により千円単位としているため、　　　　小計（包括共済 ）、計及び合計に差が生じる場合がある。　　２．乳牛の雌等、肉用牛等、一般馬、種豚及び肉豚の農家単位引受方式については農家単位に共済関係が成立するが、　　　　肉豚の群単位引受方式については飼養群単位に共済関係が成立するので、農家数に代えて飼養群数を記載した。","",""
"0003371327","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","14304","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","2-3","全国統計表 事故","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表","事故","注：全国統計表の事故の金額は、それぞれ四捨五入により千円単位としているため小計（包括共済 ）、計及び合計に差が生じる場合がある。","",""
"0003371328","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","13732","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","2-4","全国統計表 収支","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表","収支","注：全国統計表の収支の金額は、それぞれ四捨五入により千円単位としているため計及び合計に差が生じる場合がある。","",""
"0003371329","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","2826","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","2-5","全国統計表 被害率","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表","被害率","注：１．表中「０」は加入はあるが事故がないもの、「０．０００」は表示単位に満たないもの、「－」は加入がないものを示す。　　２．2010年度の異常事故を除く被害率には、2010年に発生した口蹄疫に係るワクチン接種による殺処分事故に係るものを含まず、　　　　異常事故の被害率には、同殺処分事故に係るものを含む。","",""
"0003389452","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","40680","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","2-6","全国統計表 事故別頭数等","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","全国統計表","事故別頭数等","","",""
"0003371371","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","全国","71548","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","3-1","都道府県別統計表（加入） 加入（包括・個別共済の計）","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","都道府県別統計表（加入）","加入（包括・個別共済の計）","注：１．合計（一般期間、短期、追加）とは一般期間、短期、追加引受の合計であり、共済価額については一般期間と短期を合計したものである。　　　　また、共済金額、病傷給付対象共済金額は、一般期間、短期のそれと追加の増額分の共済金額、増額分の病傷給付対象共済金額を合計したものである。　　２．包括・個別共済の計の農家数には、個別の農家数は含まれていない。","",""
"0003371371","家畜共済統計表 確報 農業災害補償制度家畜共済統計表","年度次","0","2020-03-04","0","都道府県","71548","2022-03-31","","00500605","家畜共済統計表","00500","農林水産省","3-1","都道府県別統計表（加入） 加入（包括・個別共済の計）","04","農林水産業","02","畜産業","家畜共済統計表","確報","農業災害補償制度家畜共済統計表","都道府県別統計表（加入）","加入（包括・個別共済の計）","注：１．合計（一般期間、短期、追加）とは一般期間、短期、追加引受の合計であり、共済価額については一般期間と短期を合計したものである。　　　　また、共済金額、病傷給付対象共済金額は、一般期間、短期のそれと追加の増額分の共済金額、増額分の病傷給付対象共済金額を合計したものである。　　２．包括・個別共済の計の農家数には、個別の農家数は含まれていない。","",""
