"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003344475","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","99","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-1","教員 教員 属性別の集計状況×【所属組織の種別】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 属性別の集計状況×【所属組織の種別】",""
"0003344476","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","55","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-1","教員 教員 属性別の集計状況×【所属組織の設置形態】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 属性別の集計状況×【所属組織の設置形態】",""
"0003344477","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","110","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-1","教員 教員 属性別の集計状況×【所属組織の学問分野】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 属性別の集計状況×【所属組織の学問分野】",""
"0003344581","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","164","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【性別】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 教育・研究職としての勤めた機関数別の集計状況×【性別】",""
"0003344582","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","328","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【職位】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 教育・研究職としての勤めた機関数別の集計状況×【職位】",""
"0003344583","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","287","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【年齢階層】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 教育・研究職としての勤めた機関数別の集計状況×【年齢階層】",""
"0003344584","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","246","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【所属組織の種別】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 教育・研究職としての勤めた機関数別の集計状況×【所属組織の種別】",""
"0003344585","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","205","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【所属組織の設置形態】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 教育・研究職としての勤めた機関数別の集計状況×【所属組織の設置形態】",""
"0003344586","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","410","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【回答者の専門分野】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 教育・研究職としての勤めた機関数別の集計状況×【回答者の専門分野】",""
"0003344587","大学等におけるフルタイム換算データに関する調査 平成２０年度","-","200804-200903","2019-11-13","0","該当なし","246","2019-12-26","","00400502","大学等におけるフルタイム換算データに関する調査","00400","文部科学省","A-10","教員 教員 教育・研究職としての勤めた機関数別の集計状況×【最終学位】","11","情報通信・科学技術","02","科学技術","大学等におけるフルタイム換算データに関する調査","平成２０年度","教員","教員 教育・研究職としての勤めた機関数別の集計状況×【最終学位】",""
