"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0003286000","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","1059","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-1","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　調査方法〔訪問・ＷＥＢ〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　調査方法〔訪問・ＷＥＢ〕"
"0003276810","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","33888","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-10","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ２〔ネット利用状況〕【全数】","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ２〔ネット利用状況〕【全数】"
"0003276811","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","67776","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-11","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ３〔ネット利用項目〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ３〔ネット利用項目〕"
"0003276812","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","66011","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-12","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ４〔ネット利用時間〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ４〔ネット利用時間〕"
"0003289276","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","9884","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-13","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ５〔無線ＬＡＮ利用状況（無線ＬＡＮ利用まとめ）〕"
"0003276813","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","22592","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-14","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ５〔無線ＬＡＮ利用状況〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ５〔無線ＬＡＮ利用状況〕"
"0003276814","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","6354","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-15","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ６〔インターネット利用上での経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ６〔インターネット利用上での経験〕"
"0003286001","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","4589","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-16","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ７〔インターネット利用についての家庭のルール〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ７〔インターネット利用についての家庭のルール〕"
"0003276816","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","4589","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-17","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ８〔インターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｑ８〔インターネットに関する啓発や学習の経験〕"
"0003297820","青少年のインターネット利用環境実態調査 青少年調査","年度次","201604-201703","2019-03-27","0","該当なし","9531","2019-06-15","","00100105","青少年のインターネット利用環境実態調査","00170","こども家庭庁","1-18","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｆ１・Ｆ２〔性・年齢別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","青少年のインターネット利用環境実態調査","青少年調査","機器の利用状況／ネット利用状況_ネット利用まとめ／【全数】ネット利用状況_ネット利用まとめ／無線ＬＡＮ利用状況_無線ＬＡＮ利用まとめ　Ｆ１・Ｆ２〔性・年齢別〕"
