"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003348347","食中毒統計調査","年次","0","2019-10-28","0","該当なし","24882","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","1","食中毒事件・患者・死者数，原因食品・都道府県－保健所設置市及び特別区（再掲）別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒事件・患者・死者数，原因食品・都道府県－保健所設置市及び特別区（再掲）別"
"0003355273","食中毒統計調査","年次","0","2019-10-28","0","該当なし","14703","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","10","食中毒事件・患者・死者数，発病月・都道府県－保健所設置市及び特別区（再掲）別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒事件・患者・死者数，発病月・都道府県－保健所設置市及び特別区（再掲）別"
"0003355274","食中毒統計調査","年次","0","2019-10-28","0","該当なし","2574","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","11","食中毒事件・患者・死者数，月・原因食品別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒事件・患者・死者数，月・原因食品別"
"0003355275","食中毒統計調査","年次","0","2019-10-28","0","該当なし","3744","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","12","食中毒事件・患者・死者数，月・病因物質別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒事件・患者・死者数，月・病因物質別"
"0003348439","食中毒統計調査","年次","0","2019-10-28","0","該当なし","5148","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","13","食中毒患者・死者数，性・年齢階級・原因食品別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒患者・死者数，性・年齢階級・原因食品別"
"0003348440","食中毒統計調査","年次","0","2019-10-28","0","該当なし","7488","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","14","食中毒患者・死者数，性・年齢階級・病因物質別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒患者・死者数，性・年齢階級・病因物質別"
"0003348441","食中毒統計調査","年次","0","2019-10-28","0","該当なし","5382","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","15","食中毒患者・死者数，性・年齢階級・摂取場所別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒患者・死者数，性・年齢階級・摂取場所別"
"0003348442","食中毒統計調査","年次","0","2019-10-28","0","該当なし","2592","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","16","食中毒事件・患者・死者数，患者規模・病因物質別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒事件・患者・死者数，患者規模・病因物質別"
"0003348443","食中毒統計調査","年次","0","2019-10-28","0","該当なし","6336","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","17","食中毒患者・摂取者数・発病率，病因物質・原因食品別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒患者・摂取者数・発病率，病因物質・原因食品別"
"0003348348","食中毒統計調査","年次","0","2019-10-28","0","該当なし","36192","2019-10-29","","00450191","食中毒統計調査","00450","厚生労働省","2","食中毒事件・患者・死者数，病因物質・都道府県－保健所設置市及び特別区（再掲）別","15","社会保障・衛生","04","保健衛生","食中毒統計調査","食中毒事件・患者・死者数，病因物質・都道府県－保健所設置市及び特別区（再掲）別"
