"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003317062","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　全体","四半期","0","2019-03-26","0","該当なし","352","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　全体","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317063","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　入国空港・海港　出国空港・海港","四半期","0","2019-03-26","0","該当なし","13024","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　入国空港・海港　出国空港・海港","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317064","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　居住地","四半期","0","2019-03-26","0","該当なし","13024","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　居住地","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317065","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　滞在日数","四半期","0","2019-03-26","0","該当なし","2464","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　滞在日数","１）滞在日数は、入国日と出国日から算出している。２）構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317066","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　性・年代","四半期","0","2019-03-26","0","該当なし","5632","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　性・年代","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317067","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　日本への来訪回数","四半期","0","2019-03-26","0","該当なし","2816","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　日本への来訪回数","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317068","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　同行者","四半期","0","2019-03-26","0","該当なし","2112","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　同行者","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317069","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　主な来訪目的","四半期","0","2019-03-26","0","該当なし","5632","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　主な来訪目的","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317070","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　利用した宿泊施設","四半期","0","2019-03-26","0","該当なし","2508","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　利用した宿泊施設","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
"0003317071","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　買物場所","四半期","0","2019-03-26","0","該当なし","6336","2019-03-27","","00601030","訪日外国人消費動向調査","00601","観光庁","10","運輸・観光","03","観光","訪日外国人消費動向調査（四半期報）","集計結果　国籍･地域（21区分）別　回答者属性および旅行内容　買物場所","構成比は無回答を割戻した数値。全体構成比は国籍･地域別訪日外客数を加重して算出した。"
