"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0004027740","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","全国","670","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","1","健康診断 保健所及び市区町村が実施した健康診断受診延人員，都道府県－指定都市・特別区－中核市－その他政令市、健康診断の種類別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","健康診断","保健所及び市区町村が実施した健康診断受診延人員，都道府県－指定都市・特別区－中核市－その他政令市、健康診断の種類別",""
"0004027740","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","都道府県","670","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","1","健康診断 保健所及び市区町村が実施した健康診断受診延人員，都道府県－指定都市・特別区－中核市－その他政令市、健康診断の種類別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","健康診断","保健所及び市区町村が実施した健康診断受診延人員，都道府県－指定都市・特別区－中核市－その他政令市、健康診断の種類別",""
"0004027959","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","全国","4422","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","16","精神保健福祉 保健所及び市区町村が実施した精神保健福祉相談等の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談等の種類別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","精神保健福祉","保健所及び市区町村が実施した精神保健福祉相談等の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談等の種類別",""
"0004027959","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","都道府県","4422","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","16","精神保健福祉 保健所及び市区町村が実施した精神保健福祉相談等の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談等の種類別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","精神保健福祉","保健所及び市区町村が実施した精神保健福祉相談等の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談等の種類別",""
"0004027741","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","全国","1876","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","17","精神保健福祉 保健所及び市区町村が実施した精神保健福祉相談の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談内容別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","精神保健福祉","保健所及び市区町村が実施した精神保健福祉相談の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談内容別",""
"0004027741","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","都道府県","1876","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","17","精神保健福祉 保健所及び市区町村が実施した精神保健福祉相談の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談内容別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","精神保健福祉","保健所及び市区町村が実施した精神保健福祉相談の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談内容別",""
"0004027752","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","全国","1742","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","18","精神保健福祉 保健所及び市区町村が実施した精神保健福祉訪問指導の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、指導内容別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","精神保健福祉","保健所及び市区町村が実施した精神保健福祉訪問指導の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、指導内容別",""
"0004027752","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","都道府県","1742","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","18","精神保健福祉 保健所及び市区町村が実施した精神保健福祉訪問指導の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、指導内容別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","精神保健福祉","保健所及び市区町村が実施した精神保健福祉訪問指導の被指導実人員－延人員，都道府県－指定都市・特別区－中核市－その他政令市、指導内容別",""
"0004027763","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","全国","3484","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","19","精神保健福祉 保健所及び市区町村が実施した精神保健福祉電話相談等の被指導延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談内容別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","精神保健福祉","保健所及び市区町村が実施した精神保健福祉電話相談等の被指導延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談内容別",""
"0004027763","地域保健・健康増進事業報告（地域保健・老人保健事業報告） 令和２年度地域保健・健康増進事業報告 地域保健編 第１章　総括編","年度次","202004-202103","2025-05-16","0","都道府県","3484","2025-05-16","","00450025","地域保健・健康増進事業報告","00450","厚生労働省","19","精神保健福祉 保健所及び市区町村が実施した精神保健福祉電話相談等の被指導延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談内容別","15","社会保障・衛生","04","保健衛生","地域保健・健康増進事業報告（地域保健・老人保健事業報告）","令和２年度地域保健・健康増進事業報告","地域保健編","第１章　総括編","精神保健福祉","保健所及び市区町村が実施した精神保健福祉電話相談等の被指導延人員，都道府県－指定都市・特別区－中核市－その他政令市、相談内容別",""
