"@id","STATISTICS_NAME","TITLE","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003290345","海外在留邦人数調査統計","海外在留邦人数調査統計表(国（地域）名・在外公館名)　年齢別","年次","201601-201612","2019-03-15","0","該当なし","250580","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","海外在留邦人数調査統計表(国（地域）名・在外公館名)　年齢別","○　統計データのみを収録しています。　本統計の調査方法、在留邦人の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　アフガニスタン、イラク及びシリアについては、在留邦人の安全上の理由から邦人数等の公表を差し控えており、本統計には含まれていません。○　「グルジア」の国名呼称を「グルジア」から「ジョージア」へ変更しています。"
"0003290346","海外在留邦人数調査統計","海外在留邦人数調査統計表(国（地域）名・在外公館名)　国(地域)順位、全体の割合、地域割合、自国割合","年次","201601-201612","2019-03-15","0","該当なし","9710","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","海外在留邦人数調査統計表(国（地域）名・在外公館名)　国(地域)順位、全体の割合、地域割合、自国割合","○　統計データのみを収録しています。　本統計の調査方法、在留邦人の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　アフガニスタン、イラク及びシリアについては、在留邦人の安全上の理由から邦人数等の公表を差し控えており、本統計には含まれていません。○　「グルジア」の国名呼称を「グルジア」から「ジョージア」へ変更しています。"
"0003290347","海外在留邦人数調査統計","海外在留邦人数調査統計表(国（地域）名・在外公館名)　在留邦人総数、永住者、長期滞在者","年次","201601-201612","2019-03-15","0","該当なし","37851","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","海外在留邦人数調査統計表(国（地域）名・在外公館名)　在留邦人総数、永住者、長期滞在者","○　統計データのみを収録しています。　本統計の調査方法、在留邦人の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　アフガニスタン、イラク及びシリアについては、在留邦人の安全上の理由から邦人数等の公表を差し控えており、本統計には含まれていません。○　「グルジア」の国名呼称を「グルジア」から「ジョージア」へ変更しています。"
"0003290348","海外在留邦人数調査統計","海外在留邦人数調査統計表(国（地域）名・在外公館名)　職業別","年次","201601-201612","2019-03-15","0","該当なし","82409","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","海外在留邦人数調査統計表(国（地域）名・在外公館名)　職業別","○　統計データのみを収録しています。　本統計の調査方法、在留邦人の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　アフガニスタン、イラク及びシリアについては、在留邦人の安全上の理由から邦人数等の公表を差し控えており、本統計には含まれていません。○　「グルジア」の国名呼称を「グルジア」から「ジョージア」へ変更しています。"
"0003293569","海外在留邦人数調査統計","海外在留邦人数調査統計表(地域名)　年齢別","年次","201601-201612","2019-03-15","0","該当なし","8228","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","海外在留邦人数調査統計表(地域名)　年齢別","○　統計データのみを収録しています。　本統計の調査方法、在留邦人の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　エストニア、ラトビア及びリトアニアは平成２４年及び２５年については東欧・旧ソ連地域、キプロスは平成２３年以前は中東地域で集計されています。"
"0003293570","海外在留邦人数調査統計","海外在留邦人数調査統計表(地域名)　国(地域)順位、全体の割合、地域割合、自国割合","年次","201601-201612","2019-03-15","0","該当なし","88","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","海外在留邦人数調査統計表(地域名)　国(地域)順位、全体の割合、地域割合、自国割合","○　統計データのみを収録しています。　本統計の調査方法、在留邦人の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　エストニア、ラトビア及びリトアニアは平成２４年及び２５年については東欧・旧ソ連地域、キプロスは平成２３年以前は中東地域で集計されています。"
"0003293571","海外在留邦人数調査統計","海外在留邦人数調査統計表(地域名)　在留邦人総数、永住者、長期滞在者","年次","201601-201612","2019-03-15","0","該当なし","1243","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","海外在留邦人数調査統計表(地域名)　在留邦人総数、永住者、長期滞在者","○　統計データのみを収録しています。　本統計の調査方法、在留邦人の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　エストニア、ラトビア及びリトアニアは平成２４年及び２５年については東欧・旧ソ連地域、キプロスは平成２３年以前は中東地域で集計されています。"
"0003293572","海外在留邦人数調査統計","海外在留邦人数調査統計表(地域名)　職業別","年次","201601-201612","2019-03-15","0","該当なし","2706","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","海外在留邦人数調査統計表(地域名)　職業別","○　統計データのみを収録しています。　本統計の調査方法、在留邦人の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　エストニア、ラトビア及びリトアニアは平成２４年及び２５年については東欧・旧ソ連地域、キプロスは平成２３年以前は中東地域で集計されています。"
"0003293575","海外在留邦人数調査統計","進出日系企業数一覧(国（地域）名・在外公館名)　国(地域)順位、全体の割合、地域割合、自国割合","年次","201601-201612","2019-03-15","0","該当なし","9694","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","進出日系企業数一覧(国（地域）名・在外公館名)　国(地域)順位、全体の割合、地域割合、自国割合","○　統計データのみを収録しています。　本統計の調査方法、進出日系企業の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　アフガニスタン、イラク及びシリアについては、進出日系企業の安全上の理由から日系企業（拠点）数等の公表を差し控えており、本統計には含まれていません。○　「グルジア」の国名呼称を「グルジア」から「ジョージア」へ変更しています。"
"0003293576","海外在留邦人数調査統計","進出日系企業数一覧(国（地域）名・在外公館名)　日系企業総数、本邦企業、現地法人企業、区分不明","年次","201601-201612","2019-03-15","0","該当なし","17701","2019-03-16","","00300100","海外在留邦人数調査統計","00300","外務省","02","人口・世帯","04","人口移動","海外在留邦人数調査統計","進出日系企業数一覧(国（地域）名・在外公館名)　日系企業総数、本邦企業、現地法人企業、区分不明","○　統計データのみを収録しています。　本統計の調査方法、進出日系企業の動向等全般につきましては、　「海外在留邦人数調査統計」のＰＤＦ・EXCEL 1ファイルを参照願います。○　各年１０月１日現在のデータを収録しています。○　アフガニスタン、イラク及びシリアについては、進出日系企業の安全上の理由から日系企業（拠点）数等の公表を差し控えており、本統計には含まれていません。○　「グルジア」の国名呼称を「グルジア」から「ジョージア」へ変更しています。"
