"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION"
"0003420619","たばこ小売販売業調査（令和元年度）","-","0","2020-12-21","0","該当なし","14","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","1","許可（指定）時期","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和元年度）","許可（指定）時期","１）調査結果は、回収された調査票を「昭和60年4月1日許可（たばこ事業法附則第10条）」、「昭和60年4月2日以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）「店数」及び「全体に占める割合」については、それぞれ表章単位未満を四捨五入している。このため、「店数」及び「全体に占める割合」の内訳を足し上げても、必ずしもその合計とは一致しない。３）「昭和60年4月1日許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60年4月2日以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0003420620","たばこ小売販売業調査（令和元年度）","-","0","2020-12-21","0","該当なし","120","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","2","店舗の経営者の年齢","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和元年度）","店舗の経営者の年齢","（注）個人経営または家族経営の法人が対象。１）調査結果は、回収された調査票を「昭和60年4月1日許可（たばこ事業法附則第10条）」、「昭和60年4月2日以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）「店数」及び「全体に占める割合」については、それぞれ表章単位未満を四捨五入している。このため、「店数」及び「全体に占める割合」の内訳を足し上げても、必ずしもその合計とは一致しない。３）「昭和60年4月1日許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60年4月2日以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0003420621","たばこ小売販売業調査（令和元年度）","-","0","2020-12-21","0","該当なし","120","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","3","営業形態","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和元年度）","営業形態","１）調査結果は、回収された調査票を「昭和60年4月1日許可（たばこ事業法附則第10条）」、「昭和60年4月2日以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）「店数」及び「全体に占める割合」については、それぞれ表章単位未満を四捨五入している。このため、「店数」及び「全体に占める割合」の内訳を足し上げても、必ずしもその合計とは一致しない。３）「昭和60年4月1日許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60年4月2日以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0003420622","たばこ小売販売業調査（令和元年度）","-","0","2020-12-21","0","該当なし","48","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","4","たばこの自動販売機の有無","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和元年度）","たばこの自動販売機の有無","１）調査結果は、回収された調査票を「昭和60年4月1日許可（たばこ事業法附則第10条）」、「昭和60年4月2日以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）「店数」及び「全体に占める割合」については、それぞれ表章単位未満を四捨五入している。このため、「店数」及び「全体に占める割合」の内訳を足し上げても、必ずしもその合計とは一致しない。３）「昭和60年4月1日許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60年4月2日以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0003420623","たばこ小売販売業調査（令和元年度）","-","0","2020-12-21","0","該当なし","48","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","5","加熱式たばこの取扱いの有無","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和元年度）","加熱式たばこの取扱いの有無","１）調査結果は、回収された調査票を「昭和60年4月1日許可（たばこ事業法附則第10条）」、「昭和60年4月2日以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）「店数」及び「全体に占める割合」については、それぞれ表章単位未満を四捨五入している。このため、「店数」及び「全体に占める割合」の内訳を足し上げても、必ずしもその合計とは一致しない。３）「昭和60年4月1日許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60年4月2日以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0003420624","たばこ小売販売業調査（令和元年度）","-","0","2020-12-21","0","該当なし","60","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","6","加熱式たばこの今後の取扱い予定","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和元年度）","加熱式たばこの今後の取扱い予定","（注）加熱式たばこの取扱いは「無」と回答した者が対象。１）調査結果は、回収された調査票を「昭和60年4月1日許可（たばこ事業法附則第10条）」、「昭和60年4月2日以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）「店数」及び「全体に占める割合」については、それぞれ表章単位未満を四捨五入している。このため、「店数」及び「全体に占める割合」の内訳を足し上げても、必ずしもその合計とは一致しない。３）「昭和60年4月1日許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60年4月2日以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0003420625","たばこ小売販売業調査（令和元年度）","-","0","2020-12-21","0","該当なし","180","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","7","たばこの年間売上高","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和元年度）","たばこの年間売上高","１）調査結果は、回収された調査票を「昭和60年4月1日許可（たばこ事業法附則第10条）」、「昭和60年4月2日以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）「店数」及び「全体に占める割合」については、それぞれ表章単位未満を四捨五入している。このため、「店数」及び「全体に占める割合」の内訳を足し上げても、必ずしもその合計とは一致しない。３）「昭和60年4月1日許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60年4月2日以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0004029462","たばこ小売販売業調査（令和６年度）","-","0","2025-06-23","0","該当なし","16","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","1","許可（指定）時期","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和６年度）","許可（指定）時期","１）調査結果は、回収された調査票を「昭和60.4.1許可（たばこ事業法附則第10条）」、「昭和60.4.2以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）統計表の数値は、表章未満を四捨五入しているため、内訳の和と合計の数値とは必ずしも一致しない。３）複数回答（回答項目の選択肢について、該当する答えを複数個選択することが可能としているもの）については、回答項目別に母集団数に占める割合を集計しているため、内訳の和は母集団及び100％を超える場合がある。４）「昭和60.4.1許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60.4.2以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0004029463","たばこ小売販売業調査（令和６年度）","-","0","2025-06-23","0","該当なし","180","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","2","店舗の経営者の年齢","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和６年度）","店舗の経営者の年齢","（注）個人経営または家族経営の法人が対象。１）調査結果は、回収された調査票を「昭和60.4.1許可（たばこ事業法附則第10条）」、「昭和60.4.2以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）統計表の数値は、表章未満を四捨五入しているため、内訳の和と合計の数値とは必ずしも一致しない。３）複数回答（回答項目の選択肢について、該当する答えを複数個選択することが可能としているもの）については、回答項目別に母集団数に占める割合を集計しているため、内訳の和は母集団及び100％を超える場合がある。４）「昭和60.4.1許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60.4.2以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
"0004029467","たばこ小売販売業調査（令和６年度）","-","0","2025-06-23","0","該当なし","72","2025-06-26","","00350430","たばこ小売販売業調査","00350","財務省","2","後継予定者の有無","06","商業・サービス業","01","商業","たばこ小売販売業調査（令和６年度）","後継予定者の有無","（注）個人経営または家族経営の法人が対象。１）調査結果は、回収された調査票を「昭和60.4.1許可（たばこ事業法附則第10条）」、「昭和60.4.2以降許可（たばこ事業法第22条）」別に集計し、母集団に復元した推計値である。２）統計表の数値は、表章未満を四捨五入しているため、内訳の和と合計の数値とは必ずしも一致しない。３）複数回答（回答項目の選択肢について、該当する答えを複数個選択することが可能としているもの）については、回答項目別に母集団数に占める割合を集計しているため、内訳の和は母集団及び100％を超える場合がある。４）「昭和60.4.1許可（たばこ事業法附則第10条）」は、たばこ事業法（昭和59年法律第68号）の施行に伴い廃止されたたばこ専売法（昭和24年法律第111号）に基づき、製造たばこの小売人として指定を受け、たばこ事業法附則第10条の規定により小売販売業者とみなされている店舗を表しており、「昭和60.4.2以降許可（たばこ事業法第22条）」は、昭和60年4月2日以降に、たばこ事業法第22条の規定に基づき小売販売業の許可を受けた店舗を表している。"
