"@code","@name","@level","@unit","id","meta_name","@parentCode"
"340","金額","","百万円","tab","表章項目",""
"100","付加価値額","1","","cat01","付加価値額及び原価等","nan"
"110","労務費(労務外注費を除く)","2","","cat01","付加価値額及び原価等","100"
"120","人件費","2","","cat01","付加価値額及び原価等","100"
"130","租税公課","2","","cat01","付加価値額及び原価等","100"
"140","営業損益","2","","cat01","付加価値額及び原価等","100"
"150","減価償却費","1","","cat01","付加価値額及び原価等","nan"
"160","完成工事原価","1","","cat01","付加価値額及び原価等","nan"
"170","材料費","2","","cat01","付加価値額及び原価等","160"
"180","労務費","2","","cat01","付加価値額及び原価等","160"
"190","うち労務外注費","3","","cat01","付加価値額及び原価等","180"
"200","外注費","2","","cat01","付加価値額及び原価等","160"
"210","経費","2","","cat01","付加価値額及び原価等","160"
"220","うち人件費","3","","cat01","付加価値額及び原価等","210"
"230","販売費及び一般管理費","1","","cat01","付加価値額及び原価等","nan"
"240","うち人件費","3","","cat01","付加価値額及び原価等","230"
"100","計","1","","cat02","完成工事高規模","nan"
"110","～100万円未満","2","","cat02","完成工事高規模","100"
"120","100万～1,000万円未満","2","","cat02","完成工事高規模","100"
"130","1,000万～2,000万円未満","2","","cat02","完成工事高規模","100"
"140","2,000万～5,000万円未満","2","","cat02","完成工事高規模","100"
"150","5,000万～1億円未満","2","","cat02","完成工事高規模","100"
"160","1億～5億円未満","2","","cat02","完成工事高規模","100"
"170","5億～20億円未満","2","","cat02","完成工事高規模","100"
"180","20億～50億円未満","2","","cat02","完成工事高規模","100"
"190","50億～500億円未満","2","","cat02","完成工事高規模","100"
"200","500億円以上","2","","cat02","完成工事高規模","100"
"100","計","1","","cat03","業種1","nan"
"110","１．総合工事業","2","","cat03","業種1","100"
"200","２．職別工事業","2","","cat03","業種1","100"
"370","３．設備工事業","2","","cat03","業種1","100"
"100","計","1","","cat04","業の許可形態・経営組織","nan"
"110","大臣許可業者","2","","cat04","業の許可形態・経営組織","100"
"140","知事許可業者","2","","cat04","業の許可形態・経営組織","100"
"2022100000","2022年度","1","","time","年度次",""
"2021100000","2021年度","1","","time","年度次",""
"2020100000","2020年度","1","","time","年度次",""
