"@code","@name","@level","id","meta_name","@unit","@parentCode"
"300","運航及び輸送実績","","tab","表章項目","",""
"100","運航回数","1","cat01","運航・輸送実績","回","nan"
"110","運航キロメートル","1","cat01","運航・輸送実績","キロメートル","nan"
"200","旅客数","1","cat01","運航・輸送実績","人","nan"
"210","座席数","1","cat01","運航・輸送実績","席","nan"
"220","旅客人キロメートル","1","cat01","運航・輸送実績","人キロメートル","nan"
"230","座席キロメートル","1","cat01","運航・輸送実績","座席キロメートル","nan"
"240","座席利用率","1","cat01","運航・輸送実績","％","nan"
"310","貨物重量","2","cat01","運航・輸送実績","Kg","300"
"320","超過手荷物重量","2","cat01","運航・輸送実績","Kg","300"
"330","郵便物重量","2","cat01","運航・輸送実績","Kg","300"
"400","トンキロメートル計","1","cat01","運航・輸送実績","トンキロメートル","nan"
"410","旅客トンキロメートル","2","cat01","運航・輸送実績","トンキロメートル","400"
"420","貨物トンキロメートル","2","cat01","運航・輸送実績","トンキロメートル","400"
"430","超過手荷物トンキロメートル","2","cat01","運航・輸送実績","トンキロメートル","400"
"440","郵便物トンキロメートル","2","cat01","運航・輸送実績","トンキロメートル","400"
"500","利用可能トンキロメートル","1","cat01","運航・輸送実績","トンキロメートル","nan"
"600","重量利用率","1","cat01","運航・輸送実績","％","nan"
"100","計","1","cat02","往路・復路","","nan"
"110","往路","2","cat02","往路・復路","","1000"
"120","復路","2","cat02","往路・復路","","1000"
"100","東京（羽田）―新千歳線","1","cat03","国内定期航空路線・区間（幹線）","",""
"110","東京（羽田）―大阪線","1","cat03","国内定期航空路線・区間（幹線）","",""
"120","東京（羽田）―関西線","1","cat03","国内定期航空路線・区間（幹線）","",""
"130","東京（羽田）―福岡線","1","cat03","国内定期航空路線・区間（幹線）","",""
"140","東京（羽田）―沖縄（那覇）線","1","cat03","国内定期航空路線・区間（幹線）","",""
"150","成田―新千歳線","1","cat03","国内定期航空路線・区間（幹線）","",""
"160","成田―大阪線","1","cat03","国内定期航空路線・区間（幹線）","",""
"170","成田―関西線","1","cat03","国内定期航空路線・区間（幹線）","",""
"180","成田―福岡線","1","cat03","国内定期航空路線・区間（幹線）","",""
"190","成田―沖縄（那覇）線","1","cat03","国内定期航空路線・区間（幹線）","",""
"200","大阪―新千歳線","1","cat03","国内定期航空路線・区間（幹線）","",""
"210","大阪―福岡線","1","cat03","国内定期航空路線・区間（幹線）","",""
"220","大阪―沖縄（那覇）線","1","cat03","国内定期航空路線・区間（幹線）","",""
"230","関西―新千歳線","1","cat03","国内定期航空路線・区間（幹線）","",""
"240","関西―福岡線","1","cat03","国内定期航空路線・区間（幹線）","",""
"250","関西―沖縄（那覇）線","1","cat03","国内定期航空路線・区間（幹線）","",""
"260","福岡―新千歳線","1","cat03","国内定期航空路線・区間（幹線）","",""
"270","福岡―沖縄（那覇）線","1","cat03","国内定期航空路線・区間（幹線）","",""
"280","新千歳―沖縄（那覇）線","1","cat03","国内定期航空路線・区間（幹線）","",""
"2023100000","2023年度","1","time","年度次","",""
"2022100000","2022年度","1","time","年度次","",""
"2021100000","2021年度","1","time","年度次","",""
"2020100000","2020年度","1","time","年度次","",""
"2019100000","2019年度","1","time","年度次","",""
"2018100000","2018年度","1","time","年度次","",""
"2017100000","2017年度","1","time","年度次","",""
"2016100000","2016年度","1","time","年度次","",""
"2015100000","2015年度","1","time","年度次","",""
"2014100000","2014年度","1","time","年度次","",""
"2013100000","2013年度","1","time","年度次","",""
"2012100000","2012年度","1","time","年度次","",""
"2011100000","2011年度","1","time","年度次","",""
"2010100000","2010年度","1","time","年度次","",""
