"@code","@name","@level","@unit","id","meta_name","@parentCode"
"100","業者数","","数","tab","表章項目",""
"100","計","1","","cat01","経営組織・資本金階層2","nan"
"110","個人","2","","cat01","経営組織・資本金階層2","100"
"120","法人","2","","cat01","経営組織・資本金階層2","100"
"130","2百万未満の法人","3","","cat01","経営組織・資本金階層2","120"
"140","2百万～5百万未満の法人","3","","cat01","経営組織・資本金階層2","120"
"150","5百万～1千万未満の法人","3","","cat01","経営組織・資本金階層2","120"
"160","1千万～3千万未満の法人","3","","cat01","経営組織・資本金階層2","120"
"170","3千万～5千万未満の法人","3","","cat01","経営組織・資本金階層2","120"
"180","5千万～1億未満の法人","3","","cat01","経営組織・資本金階層2","120"
"190","1億～10億未満の法人","3","","cat01","経営組織・資本金階層2","120"
"200","10億～50億未満の法人","3","","cat01","経営組織・資本金階層2","120"
"210","50億以上の法人","3","","cat01","経営組織・資本金階層2","120"
"220","3億円以下の法人(再掲)","1","","cat01","経営組織・資本金階層2","nan"
"230","20億円以下の法人(再掲)","1","","cat01","経営組織・資本金階層2","nan"
"00000","全国","1","","area","業者所在都道府県・ブロック",""
"01000","北海道","2","","area","業者所在都道府県・ブロック",""
"02000","青森県","2","","area","業者所在都道府県・ブロック",""
"03000","岩手県","2","","area","業者所在都道府県・ブロック",""
"04000","宮城県","2","","area","業者所在都道府県・ブロック",""
"05000","秋田県","2","","area","業者所在都道府県・ブロック",""
"06000","山形県","2","","area","業者所在都道府県・ブロック",""
"07000","福島県","2","","area","業者所在都道府県・ブロック",""
"08000","茨城県","2","","area","業者所在都道府県・ブロック",""
"09000","栃木県","2","","area","業者所在都道府県・ブロック",""
"10000","群馬県","2","","area","業者所在都道府県・ブロック",""
"11000","埼玉県","2","","area","業者所在都道府県・ブロック",""
"12000","千葉県","2","","area","業者所在都道府県・ブロック",""
"13000","東京都","2","","area","業者所在都道府県・ブロック",""
"14000","神奈川県","2","","area","業者所在都道府県・ブロック",""
"15000","新潟県","2","","area","業者所在都道府県・ブロック",""
"16000","富山県","2","","area","業者所在都道府県・ブロック",""
"17000","石川県","2","","area","業者所在都道府県・ブロック",""
"18000","福井県","2","","area","業者所在都道府県・ブロック",""
"19000","山梨県","2","","area","業者所在都道府県・ブロック",""
"20000","長野県","2","","area","業者所在都道府県・ブロック",""
"21000","岐阜県","2","","area","業者所在都道府県・ブロック",""
"22000","静岡県","2","","area","業者所在都道府県・ブロック",""
"23000","愛知県","2","","area","業者所在都道府県・ブロック",""
"24000","三重県","2","","area","業者所在都道府県・ブロック",""
"25000","滋賀県","2","","area","業者所在都道府県・ブロック",""
"26000","京都府","2","","area","業者所在都道府県・ブロック",""
"27000","大阪府","2","","area","業者所在都道府県・ブロック",""
"28000","兵庫県","2","","area","業者所在都道府県・ブロック",""
"29000","奈良県","2","","area","業者所在都道府県・ブロック",""
"30000","和歌山県","2","","area","業者所在都道府県・ブロック",""
"31000","鳥取県","2","","area","業者所在都道府県・ブロック",""
"32000","島根県","2","","area","業者所在都道府県・ブロック",""
"33000","岡山県","2","","area","業者所在都道府県・ブロック",""
"34000","広島県","2","","area","業者所在都道府県・ブロック",""
"35000","山口県","2","","area","業者所在都道府県・ブロック",""
"36000","徳島県","2","","area","業者所在都道府県・ブロック",""
"37000","香川県","2","","area","業者所在都道府県・ブロック",""
"38000","愛媛県","2","","area","業者所在都道府県・ブロック",""
"39000","高知県","2","","area","業者所在都道府県・ブロック",""
"40000","福岡県","2","","area","業者所在都道府県・ブロック",""
"41000","佐賀県","2","","area","業者所在都道府県・ブロック",""
"42000","長崎県","2","","area","業者所在都道府県・ブロック",""
"43000","熊本県","2","","area","業者所在都道府県・ブロック",""
"44000","大分県","2","","area","業者所在都道府県・ブロック",""
"45000","宮崎県","2","","area","業者所在都道府県・ブロック",""
"46000","鹿児島県","2","","area","業者所在都道府県・ブロック",""
"47000","沖縄県","2","","area","業者所在都道府県・ブロック",""
"2019100000","2019年度","1","","time","年度次",""
"2018100000","2018年度","1","","time","年度次",""
"2017100000","2017年度","1","","time","年度次",""
"2016100000","2016年度","1","","time","年度次",""
"2015100000","2015年度","1","","time","年度次",""
"2014100000","2014年度","1","","time","年度次",""
"2013100000","2013年度","1","","time","年度次",""
"2012100000","2012年度","1","","time","年度次",""
"2011100000","2011年度","1","","time","年度次",""
"2010100000","2010年度","1","","time","年度次",""
"2009100000","2009年度","1","","time","年度次",""
"2008100000","2008年度","1","","time","年度次",""
"2007100000","2007年度","1","","time","年度次",""
