"@code","@name","@level","@unit","id","meta_name","@parentCode"
"300","受注高","","百万円","tab","表章項目",""
"100","計","1","","cat01","従業者規模","nan"
"110","～4人","2","","cat01","従業者規模","100"
"120","5～9人","2","","cat01","従業者規模","100"
"130","10～19人","2","","cat01","従業者規模","100"
"140","20～29人","2","","cat01","従業者規模","100"
"150","30～49人","2","","cat01","従業者規模","100"
"160","50～99人","2","","cat01","従業者規模","100"
"170","100～299人","2","","cat01","従業者規模","100"
"180","300～999人","2","","cat01","従業者規模","100"
"190","1,000人以上","2","","cat01","従業者規模","100"
"100","計","1","","cat02","業種1","nan"
"110","１．総合工事業","2","","cat02","業種1","100"
"200","２．職別工事業","2","","cat02","業種1","100"
"370","３．設備工事業","2","","cat02","業種1","100"
"100","計","1","","cat03","業の許可形態・経営組織","nan"
"110","大臣許可業者","2","","cat03","業の許可形態・経営組織","100"
"140","知事許可業者","2","","cat03","業の許可形態・経営組織","100"
"2019100000","2019年度","1","","time","年度次",""
"2018100000","2018年度","1","","time","年度次",""
"2017100000","2017年度","1","","time","年度次",""
"2016100000","2016年度","1","","time","年度次",""
"2015100000","2015年度","1","","time","年度次",""
"2014100000","2014年度","1","","time","年度次",""
"2013100000","2013年度","1","","time","年度次",""
"2012100000","2012年度","1","","time","年度次",""
"2011100000","2011年度","1","","time","年度次",""
